#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.2589387     0.17351282      3.9152758     0.11101299      4.6344873     0.29056438
           -3.8      5.9899764    0.084078403      5.5349601     0.04503402      6.2995475    0.066296533
           -3.6      8.5942663    0.064324941      8.0758726    0.073527185      9.1638791    0.078180762
           -3.4      11.951531    0.067467919      11.133727    0.083396874      12.749486    0.080973069
           -3.2      16.848719     0.11653408      15.820483      0.1037838      18.068401     0.16475705
             -3      22.664486    0.096681026      21.326972     0.11109387      24.015453     0.11586193
           -2.8      29.826291     0.10179265      28.116961     0.10471479      31.660874     0.12656531
           -2.6      38.455535     0.12489829      36.136243     0.12985786       40.94747     0.15776717
           -2.4      48.128792       0.135897      45.142899     0.14334092      51.220482     0.15907439
           -2.2       58.91233      0.1763306      55.142049     0.15395489      62.816754     0.22034354
             -2      69.030633      0.1571829      64.603769     0.15632774      73.602746     0.19254507
           -1.8      79.338738     0.16458276      74.149846     0.15452302      84.868431     0.20501604
           -1.6      88.118369     0.18043742      82.345152      0.1770976      94.027448     0.22199023
           -1.4      96.082281     0.18596994      89.595804     0.17680582      102.87834     0.23409696
           -1.2      101.71518     0.18555625      94.791145     0.17286177      108.87811     0.23202786
             -1      105.58101     0.19470348      98.250162     0.18959843      113.16196     0.23645234
           -0.8      107.48602     0.19643766      99.907102     0.18987025      115.37578     0.23611316
           -0.6      107.38441     0.19667985      99.749652     0.18149896      115.27713     0.25049511
           -0.4      107.70234     0.19927747      100.04628     0.18341245      115.49833     0.24927527
           -0.2      107.76822     0.20136146      100.04014     0.18874186      115.76947     0.25608469
              0      107.84289     0.20048079      100.09615     0.19037162      115.96658     0.25099018
            0.2      107.85768     0.21250486      100.34815     0.21694819      115.49219     0.24286436
            0.4      107.90541     0.19420498      100.25634     0.18240433      115.78814      0.2423625
            0.6      107.08339     0.19029724      99.520404     0.17778356      114.97094     0.23690519
            0.8      105.25016     0.22944565      97.964462     0.21221646      112.85569     0.29888224
              1      101.55833     0.19624088      94.667341     0.19227914      108.75329     0.25237863
            1.2      95.873541     0.22885025      89.463157       0.206679      102.53844     0.30163398
            1.4      88.593036     0.18623748      82.792986     0.18087742      94.730391     0.28243971
            1.6      79.156153     0.20585754      73.979649      0.1762493      84.563886     0.28929174
            1.8      68.925424     0.18713309      64.426719     0.16747272      73.536866     0.25436705
              2      58.610521     0.16163979      54.837771     0.14866559      62.591545     0.18946928
            2.2      48.496245     0.15492999      45.477292      0.1498505      51.741914     0.20772898
            2.4      38.532384     0.12751284      36.452909     0.21116167      41.059771      0.1654366
            2.6      29.703337     0.10336498      27.971224    0.096851054      31.632001     0.13232712
            2.8      22.658177     0.10189737      21.251687     0.11957725      24.111052     0.12303262
              3      16.655622     0.10022583      15.699312    0.086470163      17.795812     0.14359682
            3.2      12.006703    0.066464835       11.17611       0.146104      12.839294    0.080555516
            3.4      8.5760479    0.070130132      8.0515106    0.079980859      9.1447225    0.074202183
            3.6      5.9398188    0.066805279      5.5864425    0.076372522      6.3780562    0.088340052
            3.8      4.2082952    0.048231932      4.0033824    0.059455699      4.4168989     0.05013567
              4      4.2082952    0.048231932      4.0033824    0.059455699      4.4168989     0.05013567
