# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.409857    0.063844087      12.454491    0.058938224      14.332179    0.080800282
            0.2      38.717191      0.1087675      35.946812     0.10028961      41.265252     0.13180871
            0.4      59.502593      0.1328458      55.207351     0.13658802       63.46834     0.16672509
            0.6      76.372036     0.16115895      71.029689     0.16708946      81.393542     0.19351342
            0.8      89.563349     0.16680368      83.294911     0.16840179       95.65982     0.20151685
              1       100.3881     0.18185586      93.429454     0.16770742      107.28861     0.21857416
            1.2      109.91594     0.18966211      102.19473     0.18454566      117.35543     0.23374758
            1.4      119.00951     0.19607166      110.98286      0.2082668      126.95391     0.23861841
            1.6      128.85744     0.21361702      120.14199     0.20863737      137.92734     0.32131667
            1.8      140.66809     0.27218092      131.21723     0.23439383      150.43338     0.38962845
              2      154.13994     0.23696438      143.92573     0.23785078       164.8205     0.28980551
            2.2      171.43074      0.2526571      160.24794     0.24648857       183.0207     0.31274482
            2.4      193.10877     0.29053191      180.46395     0.29931859      206.25471       0.378762
            2.6      220.00456     0.34192044      206.16511     0.30857547      234.77688     0.43308716
            2.8      249.18055     0.35711479      233.71196     0.37537817      266.04358     0.46665189
              3        252.787     0.32636098      237.03856      0.3074941      270.01335     0.42378398
            3.2      124.27792     0.25029889      115.86508     0.24229041      133.52826     0.32258072
            3.4      70.805948     0.18636261       65.63478     0.16597274      76.614386     0.22719383
            3.6      44.480611     0.13969444      41.081338     0.12398012      48.266359     0.17259247
            3.8      29.157042     0.10235841      26.962442     0.15282649      31.766675     0.12357457
              4      19.703314    0.086899558      18.120545    0.086641141      21.481458     0.10019786
            4.2      13.320149    0.069974767      12.149733    0.073791532      14.660365    0.082267225
            4.4      9.0534913    0.056892776      8.2747281    0.052817859      9.9669734    0.070683842
            4.6      6.3283614    0.046696943      5.7554199    0.042709113      7.0011968    0.057688556
            4.8       4.449277    0.038004143      4.0548734     0.03566936      4.9200792     0.04634638
              5       4.449277    0.038004143      4.0548734     0.03566936      4.9200792     0.04634638
