#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.603041    0.071895142      12.627169    0.077588812      14.493758    0.078086002
            0.2      38.987274     0.11157728       36.16909     0.10211068      41.565947     0.13309383
            0.4      59.785154     0.13943566      55.582868     0.20065621      63.793764     0.16510471
            0.6      76.713332     0.15758086      71.411097     0.16403585      81.828436      0.1881556
            0.8      89.871136     0.16214509      83.693814     0.17496799      95.858818     0.19959141
              1      100.50424     0.17940245      93.477545     0.17874973       107.3507     0.21486799
            1.2       109.9739     0.18868675      102.49019     0.20000343      117.26664     0.22937487
            1.4      119.53077     0.20969338      111.29792     0.20030778      127.68361     0.24400576
            1.6      129.44354     0.21630869      120.71584     0.27134101      138.29437     0.27188302
            1.8      140.47917      0.2742567      131.00207     0.23381172      150.16712     0.39363983
              2      154.05911     0.23880612      143.78597     0.23102406      164.39088     0.28242693
            2.2      171.71565     0.25512374      160.39238     0.24127414      183.27324     0.31800762
            2.4      192.79868     0.29007446      180.33425      0.2722042      206.00295     0.37299691
            2.6      218.85372     0.30115534      204.99372     0.28629811      234.04109       0.383125
            2.8      248.82925     0.38404724       233.1571     0.33942197      265.94121     0.52981017
              3      252.07049     0.32531506      236.40063     0.32019454      269.44278     0.44227666
            3.2       124.1489     0.25793845      115.83314     0.24190035      133.35218      0.3309383
            3.4      70.744659     0.17677023      65.710794     0.17613275      76.315995     0.21549614
            3.6      44.208085     0.12785688      40.788913     0.12938608      47.973106     0.15789838
            3.8      29.107692     0.10066706      26.796612    0.095271279      31.725687     0.12145986
              4      19.776315     0.08725308      18.165806    0.083729037      21.640316     0.10757334
            4.2      13.438362    0.069589803      12.302173    0.068584046       14.75509    0.083405852
            4.4      9.1714899    0.062315135      8.3780218    0.058083898      10.122738    0.079118297
            4.6      6.3757537    0.046168423      5.8131092    0.043543028      7.0277094    0.055379299
            4.8      4.3840992     0.03969228        3.96692    0.037261576      4.8519278    0.048245064
              5      4.3840992     0.03969228        3.96692    0.037261576      4.8519278    0.048245064
