#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.6334388    0.089848372      4.2215962    0.064703436      5.1394073     0.13588244
           -3.8      6.6892935    0.079661317      6.1372122    0.086612737      7.2772446    0.081517107
           -3.6      9.2858674    0.072359983      8.5821527    0.080314641      10.191258    0.079695068
           -3.4      13.158222    0.089378198      12.155599    0.099101282      14.418802     0.11906136
           -3.2      18.227404     0.11186957      16.807401    0.089181887      19.782814      0.1110484
             -3      24.283849     0.10015541      22.508676    0.098911755      26.436447     0.12755357
           -2.8      31.736973     0.10528555      29.375748     0.10355462      34.414365     0.12970683
           -2.6      40.990292     0.14586648      38.020294     0.13844383      44.308006     0.17596839
           -2.4      50.550937       0.139235      47.014191     0.13521711      54.408354     0.16969466
           -2.2      60.849979     0.22377516      56.647517     0.17646689      65.348065     0.33798881
             -2      71.328519     0.17532886      66.436068     0.17287577      76.801433     0.23344153
           -1.8      80.691634     0.16763183      75.313195     0.16703533      86.362996      0.2024518
           -1.6       89.21747     0.17884663      83.299029     0.17094799      95.312914     0.21859302
           -1.4      95.829617     0.18196138      89.479406      0.1735777      102.36335     0.22498805
           -1.2      100.61697     0.18487529      94.196392     0.21858831      107.13079     0.22217482
             -1      103.09505     0.18866615      96.376862     0.18004976      109.74255     0.23331762
           -0.8      104.00723     0.19927284      97.275879     0.18960932      110.63526     0.25057897
           -0.6      104.09843      0.1820288       97.33498     0.17396262        110.674     0.22373242
           -0.4      103.19462     0.18652608      96.517647     0.17404916      109.67331     0.23428362
           -0.2      102.79416     0.19314746       96.15607     0.18672214       109.2765     0.23639252
              0      102.90057     0.19061977      96.271649     0.18043184      109.40106     0.23955867
            0.2      103.55146     0.19216735       96.85831     0.18723285      110.13298     0.23445824
            0.4      103.49185     0.18843046      96.790227     0.18313612      110.00816     0.22500855
            0.6       103.8174     0.18631494      96.959795     0.17250981      110.72119       0.236947
            0.8      103.10249     0.25316364      96.350671     0.22233941       109.9427     0.34811172
              1       100.4602        0.18894      93.930953     0.18464963       106.9488     0.23446791
            1.2      95.795829     0.18629159      89.422848     0.17078797      102.33491     0.23828483
            1.4      89.082095     0.17730771      83.124293     0.16676392      95.345983     0.22431598
            1.6      80.780727     0.18393895      75.358883     0.17487927      86.432706     0.22200219
            1.8      71.415246     0.20159111      66.459591     0.18612339      76.863084     0.27590864
              2      60.997188     0.20674298       56.70851     0.17905228       65.65252     0.27774872
            2.2      50.618545     0.14640612      47.048481     0.14231235      54.602129     0.19248029
            2.4      40.654106     0.12896921      38.000406     0.20424594      43.956348     0.15267856
            2.6      31.934803     0.12663688      29.504333     0.18309203      34.648442      0.1748163
            2.8      24.026505     0.10244721      22.222081     0.10477717       26.04341     0.11906861
              3      17.901709    0.092656771      16.590085    0.087391486       19.60528     0.19913531
            3.2      13.109187     0.10933729      12.152597    0.089907569      14.294625     0.16104608
            3.4       9.410234    0.070931275      8.7798638    0.079943393       10.29731    0.080453669
            3.6      6.5668953    0.071167223      6.0440867    0.098004547       7.175174    0.087950295
            3.8      4.5188564    0.072699812      4.2338866     0.08763459      4.9688755    0.074858888
              4      4.5188564    0.072699812      4.2338866     0.08763459      4.9688755    0.074858888
