#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.571929    0.078093522      19.117019    0.073356701      21.971029    0.097027189
            0.2      57.807016     0.13228557      53.688509     0.12233896      61.741843     0.16301533
            0.4      85.881726     0.16485668      79.851701     0.16473043      91.629907     0.20475645
            0.6      104.30593       0.182163      97.007513     0.18580019      111.29917      0.2191087
            0.8      115.86439     0.19461866      107.75879     0.20394958      123.70636     0.23656381
              1      122.60653     0.25888968      114.12918      0.2201936      130.96516     0.37429943
            1.2      127.13618     0.20722446      118.37169     0.20255116       135.9614     0.24858372
            1.4      132.15844     0.20709152      123.11543      0.2039751      141.37368      0.2615837
            1.6      138.70369     0.22346195      129.15955     0.21060175       148.7778      0.3284242
            1.8      147.61929     0.23303012      137.66339     0.22198632      157.96861     0.29210342
              2      159.65497     0.23881581        148.812     0.22777169      170.80527     0.29218504
            2.2      175.70351     0.24635021      164.21144     0.25071476      187.97105     0.30887835
            2.4       197.4921     0.29749907      184.61809     0.31148317      211.11661     0.38451646
            2.6      223.51291     0.36296234      209.20065     0.32568504      238.80614     0.46491979
            2.8      251.56929     0.34722686      235.85605     0.36951278      268.83719     0.44589143
              3      246.38168     0.34120152      230.83714     0.31279694      263.60823      0.4567955
            3.2      82.961722     0.18614887      77.299355     0.19448316      89.232283     0.22087383
            3.4       32.22266     0.13652478      29.773345     0.16611949      35.087497     0.15302881
            3.6      14.382714    0.080912444      13.109892    0.072878374      15.821504    0.095585278
            3.8      6.5093387    0.048508743       5.880616    0.044376114      7.2769304    0.058133089
              4      3.0760131    0.035785854      2.7410039    0.034391724      3.4851439     0.04219887
            4.2      1.4321874    0.021595419      1.2715345    0.021259112      1.6295248    0.026456382
            4.4     0.64703356     0.01345517     0.56340728    0.011671215     0.75437888    0.017287364
            4.6     0.29822575    0.010141622     0.26262353   0.0093169658     0.34241163    0.011647822
            4.8     0.14613264   0.0094135451     0.12544905   0.0095401403     0.17422732    0.010000043
              5     0.14613264   0.0094135451     0.12544905   0.0095401403     0.17422732    0.010000043
