#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.837612    0.078208826      19.336891    0.075756669      22.243958    0.096241636
            0.2      58.049082     0.12981486      53.931216     0.12513463      61.995223     0.16121381
            0.4      86.261455      0.1670241      80.323823     0.21822596      91.974614     0.19832059
            0.6      104.79371     0.18600708      97.480575     0.18793547       111.9071     0.22062374
            0.8      115.90178     0.18866245      107.92967     0.19741745      123.67336     0.22935291
              1       122.8817     0.26045846      114.32071     0.23333228      131.37058     0.37313808
            1.2      127.62687     0.20664655      119.00605     0.23613777      136.21726     0.25220188
            1.4      133.11128     0.22239404      123.73036     0.23975225      142.42327     0.26115851
            1.6      138.73855     0.22655677      129.32146     0.22887867      148.46753        0.28529
            1.8      147.69082     0.22888165      137.62815     0.21996384      157.94744      0.2839183
              2      159.52723     0.24534733      148.76547     0.23568868      170.49657     0.29205867
            2.2       175.7215     0.25495372      163.97655     0.24120014      187.96393     0.31751225
            2.4      196.90055     0.29520684      184.04515     0.27296385      210.78594     0.38791429
            2.6      222.55669     0.35227282      208.40894     0.31659563      238.28238     0.47044198
            2.8      250.83164     0.34304991      235.01151     0.32300644       268.2073     0.45815382
              3      245.71157     0.34393674      230.44938     0.32577397      262.86793     0.47096347
            3.2      82.931332     0.19798213      77.233677     0.20416713      89.156592     0.23533228
            3.4       32.05444     0.10574396      29.569169     0.10175262      34.876142     0.12895651
            3.6      14.264967    0.072602987      12.964452    0.085587519        15.7547    0.084813984
            3.8      6.5546184     0.05213715      5.9245933    0.051295406      7.3076855    0.059041656
              4       3.153537    0.042769175      2.8388083    0.042074821      3.5197615     0.05507122
            4.2      1.4272506    0.021526353      1.2663046    0.019825734      1.6168163     0.02589766
            4.4     0.68446213     0.01574335     0.58639401    0.016334271      0.7772093    0.017717526
            4.6     0.30729865     0.01058727      0.2668849   0.0098393236     0.35995471    0.012308742
            4.8     0.12942077   0.0062951864     0.11119206   0.0056855091      0.1535392   0.0080023218
              5     0.12942077   0.0062951864     0.11119206   0.0056855091      0.1535392   0.0080023218
