#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.07733     0.18652178      106.64712     0.18504612      123.43724     0.27897123
            0.2      113.94274     0.19335799      105.79309     0.19144991      121.87906     0.23130158
            0.4      113.43624     0.25376965      105.20999     0.21085452      121.61763     0.37188103
            0.6      112.68929     0.19160204      104.63112     0.18786616      120.64623     0.23021991
            0.8      113.48631      0.1994812      105.41884     0.21316126      121.48687     0.23255298
              1      115.07886     0.19011476      106.96958      0.1805759      123.25965     0.23321291
            1.2       119.1838     0.20038989       110.7592     0.19212505      127.86321     0.26328452
            1.4      125.36459     0.20770883      116.82272     0.21406134       134.0429     0.25057024
            1.6      134.22697      0.2240335      124.91129     0.20640228      144.03752     0.29487668
            1.8      145.48573     0.22659486      135.67913     0.21646367      155.81123     0.28407099
              2      161.30777     0.24552027      150.50346     0.24095691      172.48266     0.29814133
            2.2      180.74549     0.25639451      168.99383     0.25114515      193.40943     0.31996199
            2.4      205.52732     0.31870822       192.4466     0.35877899      219.55565     0.40344232
            2.6        233.838     0.37405079      219.00951     0.32810244      249.97167     0.50259608
            2.8        261.946     0.34266554      245.60274     0.36331167      279.89815     0.43178909
              3      197.41563     0.31421804      185.11767     0.29055086      211.07104     0.40115033
            3.2      197.41563     0.31421804      185.11767     0.29055086      211.07104     0.40115033
