# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      14.826612              0      14.798769              0      14.854455              0
            0.2      14.599354              0      14.573203              0      14.625505              0
            0.4      14.303677              0      14.279818              0      14.327536              0
            0.6      14.061871              0      14.039949              0      14.083793              0
            0.8      14.015482              0      13.994531              0      14.036433              0
              1      14.209338              0      14.189357              0      14.229319              0
            1.2      14.623883              0      14.604658              0      14.643108              0
            1.4       15.31215              0      15.292677              0      15.331623              0
            1.6      16.372125              0      16.352421              0      16.391829              0
            1.8      17.875037              0      17.854478              0      17.895596              0
              2      19.925009              0      19.903009              0      19.947009              0
            2.2       22.72095              0      22.696795              0      22.745105              0
            2.4      26.289282              0      26.262755              0      26.315809              0
            2.6      30.739354              0      30.708813              0      30.769895              0
            2.8      35.034208              0      34.996224              0      35.072192              0
              3      25.663402              0      25.609062              0      25.717742              0
            3.2      25.663402              0      25.609062              0      25.717742              0
