#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1726359              0     0.16699843              0     0.17827337              0
           -3.8     0.27911729              0     0.26326795              0     0.29496663              0
           -3.6     0.45758285              0      0.4527026              0      0.4624631              0
           -3.4      0.7264694              0     0.71698193              0     0.73595687              0
           -3.2      1.1202557              0      1.1103538              0      1.1301576              0
             -3      1.7059299              0      1.6970635              0      1.7147963              0
           -2.8      2.4839359              0      2.4736528              0       2.494219              0
           -2.6      3.4842192              0      3.4465969              0      3.5218415              0
           -2.4      4.8238531              0      4.8090468              0      4.8386594              0
           -2.2      6.3087359              0      6.2920063              0      6.3254655              0
             -2      7.9413731              0      7.9240569              0      7.9586893              0
           -1.8      9.6508896              0      9.6315337              0      9.6702455              0
           -1.6      11.295546              0      11.275493              0      11.315599              0
           -1.4      12.701665              0      12.681088              0      12.722242              0
           -1.2      13.926565              0      13.905427              0      13.947703              0
             -1      14.777053              0      14.755735              0      14.798371              0
           -0.8      15.432414              0      15.410896              0      15.453932              0
           -0.6      15.720554              0      15.699009              0      15.742099              0
           -0.4       15.88281              0      15.861694              0      15.903926              0
           -0.2      15.919046              0      15.897796              0      15.940296              0
              0      15.930693              0      15.909589              0      15.951797              0
            0.2      15.882526              0      15.861452              0        15.9036              0
            0.4      15.679524              0      15.658368              0       15.70068              0
            0.6      15.379586              0      15.358254              0      15.400918              0
            0.8      14.774734              0      14.753309              0      14.796159              0
              1      13.913868              0      13.892663              0      13.935073              0
            1.2      12.700008              0      12.679991              0      12.720025              0
            1.4      11.274785              0      11.254981              0      11.294589              0
            1.6      9.6552081              0      9.6362931              0      9.6741231              0
            1.8      7.9083684              0      7.8919095              0      7.9248273              0
              2      6.3104074              0      6.2925015              0      6.3283133              0
            2.2      4.8010723              0      4.7849615              0      4.8171831              0
            2.4      3.5860815              0      3.5736462              0      3.5985168              0
            2.6      2.5751583              0       2.564554              0      2.5857626              0
            2.8      1.7632101              0      1.7533064              0      1.7731138              0
              3        1.18291              0      1.1756789              0      1.1901411              0
            3.2     0.79689188              0     0.78616775              0     0.80761601              0
            3.4      0.5126794              0       0.507962              0      0.5173968              0
            3.6     0.32479106              0     0.32112594              0     0.32845618              0
            3.8     0.20997878              0     0.20594688              0     0.21401068              0
              4     0.20997878              0     0.20594688              0     0.21401068              0
