#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0072179777              0   0.0050493292              0   0.0093866262              0
           -3.8    0.011110835              0   0.0082747368              0    0.013946933              0
           -3.6    0.030041144              0    0.026799133              0    0.033283155              0
           -3.4    0.044732924              0    0.041481168              0     0.04798468              0
           -3.2    0.098960151              0    0.092689596              0     0.10523071              0
             -3     0.16652982              0     0.15876197              0     0.17429767              0
           -2.8     0.29421722              0     0.28672231              0     0.30171213              0
           -2.6     0.49417676              0     0.48460887              0     0.50374465              0
           -2.4     0.83551145              0     0.81764326              0     0.85337964              0
           -2.2      1.3487098              0      1.3115222              0      1.3858974              0
             -2      2.1814543              0      2.1698183              0      2.1930903              0
           -1.8       3.394868              0      3.3787368              0      3.4109992              0
           -1.6      5.1806256              0      5.1655548              0      5.1956964              0
           -1.4      7.6669763              0      7.6511011              0      7.6828515              0
           -1.2      10.989435              0      10.971253              0      11.007617              0
             -1      15.168596              0      15.148184              0      15.189008              0
           -0.8      20.056355              0      20.032645              0      20.080065              0
           -0.6      25.105738              0      25.079215              0      25.132261              0
           -0.4      29.499456              0      29.470093              0      29.528819              0
           -0.2      32.100966              0      32.069292              0       32.13264              0
              0      32.091873              0      32.060853              0      32.122893              0
            0.2      29.567558              0      29.538183              0      29.596933              0
            0.4      25.204364              0      25.178014              0      25.230714              0
            0.6      20.184144              0      20.161009              0      20.207279              0
            0.8      15.324255              0      15.303672              0      15.344838              0
              1      11.125486              0      11.106662              0       11.14431              0
            1.2      7.7377891              0      7.7220808              0      7.7534974              0
            1.4      5.2865239              0      5.2715156              0      5.3015322              0
            1.6      3.4937201              0      3.4805518              0      3.5068884              0
            1.8      2.2577273              0      2.2448965              0      2.2705581              0
              2      1.4519672              0       1.440993              0      1.4629414              0
            2.2     0.88543997              0      0.8731841              0     0.89769584              0
            2.4     0.54665419              0     0.53894149              0     0.55436689              0
            2.6     0.32699573              0     0.31828309              0     0.33570837              0
            2.8     0.18795496              0     0.18162733              0     0.19428259              0
              3     0.10025239              0    0.093316226              0     0.10718855              0
            3.2    0.055382444              0    0.051459871              0    0.059305017              0
            3.4    0.036140365              0    0.026750327              0    0.045530403              0
            3.6    0.014552955              0    0.011324773              0    0.017781137              0
            3.8   0.0065883809              0   0.0051239093              0   0.0080528525              0
              4   0.0065883809              0   0.0051239093              0   0.0080528525              0
