#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.070538402              0    0.065890427              0    0.075186377              0
           -3.8     0.15043367              0     0.14495868              0     0.15590866              0
           -3.6     0.28487355              0     0.28135045              0     0.28839665              0
           -3.4     0.50895051              0       0.499617              0     0.51828402              0
           -3.2     0.87398527              0     0.86568405              0     0.88228649              0
             -3      1.4140911              0      1.4041977              0      1.4239845              0
           -2.8      2.2062978              0      2.1976714              0      2.2149242              0
           -2.6      3.2296887              0      3.2190668              0      3.2403106              0
           -2.4      4.5694262              0      4.5558928              0      4.5829596              0
           -2.2      6.1040935              0      6.0889731              0      6.1192139              0
             -2      7.8351881              0      7.8177538              0      7.8526224              0
           -1.8      9.6212359              0      9.6028778              0       9.639594              0
           -1.6      11.362504              0      11.342816              0      11.382192              0
           -1.4      12.889377              0      12.869075              0      12.909679              0
           -1.2      14.217293              0       14.19602              0      14.238567              0
             -1      15.155233              0      15.133691              0      15.176775              0
           -0.8      15.806336              0      15.784382              0       15.82829              0
           -0.6      16.149759              0       16.12613              0      16.173388              0
           -0.4      16.333679              0      16.311317              0      16.356041              0
           -0.2      16.343707              0      16.321996              0      16.365418              0
              0      16.355476              0      16.333321              0      16.377631              0
            0.2      16.302914              0      16.281115              0      16.324713              0
            0.4      16.150092              0      16.128254              0       16.17193              0
            0.6      15.764967              0      15.742492              0      15.787442              0
            0.8      15.134498              0      15.112448              0      15.156548              0
              1      14.187223              0      14.165676              0       14.20877              0
            1.2      12.914442              0      12.893371              0      12.935513              0
            1.4      11.321891              0      11.302204              0      11.341578              0
            1.6      9.5774991              0      9.5584962              0       9.596502              0
            1.8      7.8541235              0      7.8363759              0      7.8718711              0
              2      6.1111783              0      6.0963432              0      6.1260134              0
            2.2      4.6018306              0      4.5885122              0       4.615149              0
            2.4      3.2892606              0       3.268959              0      3.3095622              0
            2.6      2.2549765              0      2.2449778              0      2.2649752              0
            2.8      1.4861161              0      1.4761138              0      1.4961184              0
              3      0.9208878              0     0.91319146              0     0.92858414              0
            3.2     0.56404144              0     0.55880297              0     0.56927991              0
            3.4     0.34332051              0      0.3396522              0     0.34698882              0
            3.6     0.19104384              0     0.18658414              0     0.19550354              0
            3.8    0.069692374              0    0.033989869              0     0.10539488              0
              4    0.069692374              0    0.033989869              0     0.10539488              0
