# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.23882454              0     0.23492601              0     0.24272307              0
           -3.8     0.33004096              0      0.3252504              0     0.33483152              0
           -3.6     0.48323654              0     0.47550011              0     0.49097297              0
           -3.4     0.67538254              0     0.66883063              0     0.68193445              0
           -3.2     0.92070909              0     0.90308312              0     0.93833506              0
             -3      1.1967126              0      1.1597463              0      1.2336789              0
           -2.8      1.7328674              0      1.7217316              0      1.7440032              0
           -2.6      2.3243552              0      2.3140717              0      2.3346387              0
           -2.4      3.0720985              0      3.0583337              0      3.0858633              0
           -2.2      4.0067507              0      3.9945628              0      4.0189386              0
             -2      5.2153132              0      5.2018466              0      5.2287798              0
           -1.8      6.6512282              0      6.6364904              0       6.665966              0
           -1.6      8.3691799              0      8.3531904              0      8.3851694              0
           -1.4      10.378474              0      10.360898              0       10.39605              0
           -1.2       12.60739              0      12.587993              0      12.626787              0
             -1      15.046698              0      15.025888              0      15.067508              0
           -0.8      17.479182              0      17.456802              0      17.501562              0
           -0.6      19.650018              0      19.625583              0      19.674453              0
           -0.4      21.440884              0       21.41457              0      21.467198              0
           -0.2       22.41468              0       22.38747              0       22.44189              0
              0       22.39345              0      22.366094              0      22.420806              0
            0.2      21.424884              0      21.398954              0      21.450814              0
            0.4      19.710459              0      19.685988              0       19.73493              0
            0.6      17.477564              0       17.45504              0      17.500088              0
            0.8      15.035637              0      15.015336              0      15.055938              0
              1       12.69496              0      12.676024              0      12.713896              0
            1.2      10.418185              0      10.399993              0      10.436377              0
            1.4      8.4280651              0      8.4120088              0      8.4441214              0
            1.6      6.7264865              0      6.7120345              0      6.7409385              0
            1.8      5.2589817              0      5.2453007              0      5.2726627              0
              2      4.0981424              0      4.0857885              0      4.1104963              0
            2.2      3.1495215              0      3.1370923              0      3.1619507              0
            2.4      2.3913719              0       2.381003              0      2.4017408              0
            2.6      1.7858429              0      1.7719837              0      1.7997021              0
            2.8      1.3622978              0      1.3512004              0      1.3733952              0
              3      0.9878578              0     0.98042853              0     0.99528707              0
            3.2     0.71989022              0     0.71298139              0     0.72679905              0
            3.4     0.52828704              0     0.52231204              0     0.53426204              0
            3.6     0.37406217              0     0.36846014              0      0.3796642              0
            3.8     0.27823261              0     0.26815723              0     0.28830799              0
              4     0.27823261              0     0.26815723              0     0.28830799              0
