#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.9170712              0       2.901652              0      2.9324904              0
            0.2      7.9649175              0      7.9429006              0      7.9869344              0
            0.4      11.424903              0      11.401698              0      11.448108              0
            0.6      13.684454              0      13.659943              0      13.708965              0
            0.8      14.883663              0      14.861253              0      14.906073              0
              1      15.444954              0      15.423683              0      15.466225              0
            1.2      15.859436              0      15.839098              0      15.879774              0
            1.4      16.327323              0      16.307443              0      16.347203              0
            1.6      17.036069              0      17.016218              0       17.05592              0
            1.8      18.104478              0      18.084588              0      18.124368              0
              2      19.725674              0      19.704991              0      19.746357              0
            2.2      21.989143              0      21.966954              0      22.011332              0
            2.4      25.016339              0      24.992594              0      25.040084              0
            2.6      29.021641              0      28.994912              0       29.04837              0
            2.8      33.435481              0      33.404982              0       33.46598              0
              3      32.489585              0      32.455726              0      32.523444              0
            3.2      9.7975233              0      9.7733369              0      9.8217097              0
            3.4      3.3293629              0      3.3097326              0      3.3489932              0
            3.6      1.2602325              0      1.2193703              0      1.3010947              0
            3.8     0.51358893              0     0.49419847              0      0.5329794              0
              4     0.20526762              0     0.19332134              0      0.2172139              0
            4.2    0.084455894              0    0.074396509              0    0.094515279              0
            4.4     0.03494516              0    0.029363237              0    0.040527083              0
            4.6    0.013648366              0   0.0088483836              0    0.018448348              0
            4.8   0.0072721525              0   0.0052842851              0   0.0092600199              0
              5   0.0072721525              0   0.0052842851              0   0.0092600199              0
