# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      193.63038              0      193.55983              0      193.70093              0
            3.2      97.077142              0      97.021523              0      97.132761              0
            3.4      15.559138              0      15.529413              0      15.588863              0
            3.6      3.2962369              0      3.2783593              0      3.3141145              0
            3.8     0.77028849              0      0.7618888              0     0.77868818              0
              4     0.17910972              0     0.17441813              0     0.18380131              0
            4.2     0.04501957              0    0.043006409              0    0.047032731              0
            4.4    0.010751142              0   0.0099359067              0    0.011566377              0
            4.6   0.0025669068              0   0.0022536465              0   0.0028801671              0
            4.8  0.00080930111              0  0.00065447611              0  0.00096412611              0
              5  0.00080930111              0  0.00065447611              0  0.00096412611              0
