#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.27327959              0     0.27070867              0     0.27585051              0
            0.2     0.71565595              0     0.71163345              0     0.71967845              0
            0.4      1.1117641              0      1.1066278              0      1.1169004              0
            0.6      1.5149709              0      1.5088578              0       1.521084              0
            0.8      1.9399602              0       1.933107              0      1.9468134              0
              1      2.4280719              0      2.4206379              0      2.4355059              0
            1.2      3.1003311              0      3.0920486              0      3.1086136              0
            1.4      3.9909952              0      3.9817131              0      4.0002773              0
            1.6      5.2908704              0      5.2802988              0       5.301442              0
            1.8      7.2363304              0      7.2239709              0      7.2486899              0
              2      10.292009              0      10.277268              0       10.30675              0
            2.2      15.267447              0      15.249522              0      15.285372              0
            2.4      23.377901              0      23.355738              0      23.400064              0
            2.6      36.672711              0      36.644861              0      36.700561              0
            2.8      57.615224              0      57.579524              0      57.650924              0
              3      73.865423              0      73.822006              0       73.90884              0
            3.2      31.591641              0      31.557854              0      31.625428              0
            3.4      15.338071              0      15.310658              0      15.365484              0
            3.6      8.3132611              0      8.2896329              0      8.3368893              0
            3.8      4.7477372              0      4.7269334              0       4.768541              0
              4      2.7407595              0        2.72235              0       2.759169              0
            4.2       1.581935              0      1.5665731              0      1.5972969              0
            4.4     0.91571874              0     0.90091538              0      0.9305221              0
            4.6     0.50494065              0     0.49071843              0     0.51916287              0
            4.8     0.23806031              0     0.22937238              0     0.24674824              0
              5     0.23806031              0     0.22937238              0     0.24674824              0
