#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.047379439              0    0.047234769              0    0.047524109              0
             10     0.13866763              0     0.13842557              0     0.13890969              0
             20     0.21953197              0     0.21921619              0     0.21984775              0
             30     0.28453979              0     0.28416772              0     0.28491186              0
             40     0.33223965              0     0.33180807              0     0.33267123              0
             50     0.36178842              0     0.36135621              0     0.36222063              0
             60     0.37629026              0     0.37583838              0     0.37674214              0
             70     0.37498805              0     0.37453206              0     0.37544404              0
             80     0.36513227              0     0.36467449              0     0.36559005              0
             90     0.34770417              0      0.3472573              0     0.34815104              0
            100     0.32558167              0     0.32514294              0      0.3260204              0
            110     0.30246962              0     0.30200433              0     0.30293491              0
            120     0.27726428              0     0.27684511              0     0.27768345              0
            130     0.25209261              0     0.25168372              0      0.2525015              0
            140     0.22911974              0     0.22830891              0     0.22993057              0
            150      0.2063942              0     0.20601858              0     0.20676982              0
            160     0.18586739              0     0.18548811              0     0.18624667              0
            170     0.16715371              0     0.16679563              0     0.16751179              0
            180     0.14904106              0     0.14870299              0     0.14937913              0
            190     0.13232695              0     0.13186316              0     0.13279074              0
            200     0.11848637              0     0.11817531              0     0.11879743              0
            210     0.10524764              0     0.10495207              0     0.10554321              0
            220    0.093627447              0    0.093323993              0    0.093930901              0
            230    0.083293084              0     0.08295101              0    0.083635158              0
            240    0.074365522              0    0.074108188              0    0.074622856              0
            250    0.066013493              0    0.065769724              0    0.066257262              0
            260    0.058571684              0     0.05832523              0    0.058818138              0
            270    0.052851302              0    0.052624344              0     0.05307826              0
            280    0.046740899              0    0.046534112              0    0.046947686              0
            290    0.042321863              0    0.042112476              0     0.04253125              0
            300    0.037842917              0    0.037659928              0    0.038025906              0
            310    0.034033795              0    0.033846008              0    0.034221582              0
            320    0.030018948              0    0.029823864              0    0.030214032              0
            330    0.027066891              0    0.026901195              0    0.027232587              0
            340    0.024210015              0    0.024033971              0    0.024386059              0
            350     0.02181349              0    0.021654515              0    0.021972465              0
            360    0.019777835              0      0.0196059              0     0.01994977              0
            370    0.017967709              0    0.017795491              0    0.018139927              0
            380    0.015967421              0     0.01582432              0    0.016110522              0
            390    0.014406778              0    0.014282107              0    0.014531449              0
            400    0.013212066              0    0.013077209              0    0.013346923              0
            410    0.011708215              0    0.011596587              0    0.011819843              0
            420    0.010863862              0    0.010742447              0    0.010985277              0
            430   0.0097247328              0   0.0096154986              0    0.009833967              0
            440   0.0087584593              0   0.0086581607              0   0.0088587579              0
            450   0.0080730951              0   0.0079665861              0   0.0081796041              0
            460   0.0073497652              0   0.0072543498              0   0.0074451806              0
            470   0.0068004111              0   0.0066989062              0    0.006901916              0
            480    0.006142269              0   0.0060454337              0   0.0062391043              0
            490   0.0056495943              0   0.0055539521              0   0.0057452365              0
            500    0.005059788              0   0.0049736723              0   0.0051459037              0
            510   0.0047503293              0   0.0046623455              0   0.0048383131              0
            520   0.0044114822              0   0.0043239444              0     0.00449902              0
            530   0.0038235007              0   0.0037485439              0   0.0038984575              0
            540   0.0035239409              0   0.0034492112              0   0.0035986706              0
            550   0.0032060363              0   0.0031371728              0   0.0032748998              0
            560   0.0030468531              0   0.0029775055              0   0.0031162007              0
            570   0.0027031277              0   0.0026368284              0    0.002769427              0
            580   0.0024147687              0   0.0023504975              0   0.0024790399              0
            590   0.0022239935              0   0.0021686256              0   0.0022793614              0
            600    0.002173646              0   0.0021149159              0   0.0022323761              0
            610   0.0019696744              0   0.0019110723              0   0.0020282765              0
            620   0.0016763388              0   0.0016258636              0    0.001726814              0
            630   0.0016660236              0   0.0016139671              0   0.0017180801              0
            640   0.0015138527              0   0.0014668063              0   0.0015608991              0
            650   0.0013592598              0   0.0013145034              0   0.0014040162              0
            660   0.0012615221              0   0.0012190524              0   0.0013039918              0
            670    0.001203879              0   0.0011607596              0   0.0012469984              0
            680   0.0011371342              0   0.0010952709              0   0.0011789975              0
            690  0.00093874472              0  0.00090164175              0  0.00097584769              0
            700  0.00090623528              0  0.00087081441              0  0.00094165615              0
            710  0.00090017777              0  0.00086460237              0  0.00093575317              0
            720  0.00077596189              0  0.00073999718              0   0.0008119266              0
            730  0.00072037287              0  0.00068756704              0   0.0007531787              0
            740  0.00071911423              0  0.00068722735              0  0.00075100111              0
            750      0.0005947              0  0.00056689077              0  0.00062250923              0
            760  0.00058143564              0  0.00055189694              0  0.00061097434              0
            770  0.00051737111              0  0.00049107739              0  0.00054366484              0
            780  0.00050755864              0  0.00048123964              0  0.00053387764              0
            790  0.00051918573              0   0.0004925017              0  0.00054586976              0
            800  0.00051918573              0   0.0004925017              0  0.00054586976              0
