#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.9676305              0      1.9548025              0      1.9804585              0
            0.2      5.5119296              0      5.4912803              0      5.5325789              0
            0.4       8.298083              0      8.2767573              0      8.3194087              0
            0.6      10.378125              0      10.356329              0      10.399921              0
            0.8      11.974945              0      11.953644              0      11.996246              0
              1      13.126643              0       13.10594              0      13.147346              0
            1.2      14.150818              0      14.131028              0      14.170608              0
            1.4      15.177957              0      15.158503              0      15.197411              0
            1.6      16.309007              0      16.289249              0      16.328765              0
            1.8      17.691986              0      17.671984              0      17.711988              0
              2      19.469991              0      19.449508              0      19.490474              0
            2.2      21.847355              0      21.825632              0      21.869078              0
            2.4      24.919937              0      24.896247              0      24.943627              0
            2.6      28.823917              0      28.798118              0      28.849716              0
            2.8      33.331003              0      33.301473              0      33.360533              0
              3       33.56319              0      33.530465              0      33.595915              0
            3.2      15.101785              0      15.075611              0      15.127959              0
            3.4      7.7508724              0      7.7300491              0      7.7716957              0
            3.6      4.4100454              0      4.3916488              0       4.428442              0
            3.8      2.6533101              0      2.6381303              0      2.6684899              0
              4      1.5744728              0      1.5554373              0      1.5935083              0
            4.2      0.9340474              0     0.89418428              0     0.97391052              0
            4.4     0.60863782              0     0.59874902              0     0.61852662              0
            4.6     0.37859501              0     0.37264249              0     0.38454753              0
            4.8     0.23982926              0     0.22845484              0     0.25120368              0
              5     0.23982926              0     0.22845484              0     0.25120368              0
