# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.9738627              0      1.9604218              0      1.9873036              0
            0.2      5.5229139              0      5.5031264              0      5.5427014              0
            0.4       8.313359              0      8.2918657              0      8.3348523              0
            0.6      10.415651              0      10.392531              0      10.438771              0
            0.8      12.024541              0      12.003157              0      12.045925              0
              1      13.185847              0       13.16523              0      13.206464              0
            1.2      14.157048              0      14.137363              0      14.176733              0
            1.4      15.206558              0      15.186857              0      15.226259              0
            1.6      16.306387              0      16.286594              0       16.32618              0
            1.8      17.676162              0       17.65634              0      17.695984              0
              2      19.489781              0      19.469337              0      19.510225              0
            2.2      21.818599              0      21.797042              0      21.840156              0
            2.4       24.84863              0      24.825337              0      24.871923              0
            2.6      28.868985              0      28.843104              0      28.894866              0
            2.8      33.357068              0      33.327365              0      33.386771              0
              3      33.534175              0      33.501209              0      33.567141              0
            3.2      15.016232              0       14.99073              0      15.041734              0
            3.4      7.7490496              0      7.7280083              0      7.7700909              0
            3.6      4.4144262              0      4.3962021              0      4.4326503              0
            3.8      2.6381941              0      2.6216466              0      2.6547416              0
              4      1.5606367              0      1.5457756              0      1.5754978              0
            4.2     0.96317545              0     0.94484791              0     0.98150299              0
            4.4     0.58720741              0     0.57402728              0     0.60038754              0
            4.6     0.32186792              0     0.28504967              0     0.35868617              0
            4.8     0.24167841              0     0.23444603              0     0.24891079              0
              5     0.24167841              0     0.23444603              0     0.24891079              0
