#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.3734063              0      2.3338536              0       2.412959              0
            0.2      2.4280936              0      2.4091651              0      2.4470221              0
            0.4      2.5670361              0      2.5532166              0      2.5808556              0
            0.6      2.8108884              0      2.8006655              0      2.8211113              0
            0.8      3.1640448              0      3.1531091              0      3.1749805              0
              1      3.6906622              0       3.679495              0      3.7018294              0
            1.2      4.4815858              0      4.4699208              0      4.4932508              0
            1.4      5.6623197              0      5.6501836              0      5.6744558              0
            1.6      7.4303707              0      7.4165222              0      7.4442192              0
            1.8      10.158759              0      10.143036              0      10.174482              0
              2      14.480912              0      14.462565              0      14.499259              0
            2.2      21.346722              0      21.324376              0      21.369068              0
            2.4      32.527021              0      32.498936              0      32.555106              0
            2.6      50.464953              0        50.4284              0      50.501506              0
            2.8      76.814707              0      76.765406              0      76.864008              0
              3      70.170251              0      70.116707              0      70.223795              0
            3.2      70.170251              0      70.116707              0      70.223795              0
