#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.56637496              0     0.56258361              0     0.57016631              0
            0.2      1.2723167              0      1.2665463              0      1.2780871              0
            0.4      1.7964259              0      1.7895229              0      1.8033289              0
            0.6      2.2432904              0      2.2358324              0      2.2507484              0
            0.8      2.6721906              0      2.6643681              0      2.6800131              0
              1      3.1833736              0       3.175072              0      3.1916752              0
            1.2      3.8401243              0      3.8311286              0        3.84912              0
            1.4      4.8217739              0       4.811754              0      4.8317938              0
            1.6      6.2401359              0      6.2287761              0      6.2514957              0
            1.8      8.4519345              0      8.4386492              0      8.4652198              0
              2      11.854783              0      11.838997              0      11.870569              0
            2.2      17.323527              0      17.304406              0      17.342648              0
            2.4      26.151173              0      26.127711              0      26.174635              0
            2.6      40.370618              0      40.341357              0      40.399879              0
            2.8      62.260548              0      62.223301              0      62.297795              0
              3      76.909494              0      76.864499              0      76.954489              0
            3.2      25.167092              0      25.133837              0      25.200347              0
            3.4      9.0801579              0      9.0529768              0       9.107339              0
            3.6      3.7202322              0      3.6972805              0      3.7431839              0
            3.8      1.6142226              0      1.5937924              0      1.6346528              0
              4     0.66996865              0     0.65201767              0     0.68791963              0
            4.2      0.2466979              0     0.20688049              0     0.28651531              0
            4.4     0.11096246              0    0.097197528              0     0.12472739              0
            4.6    0.016628118              0   -0.001079329              0    0.034335565              0
            4.8    0.010621612              0   0.0029137903              0    0.018329434              0
              5    0.010621612              0   0.0029137903              0    0.018329434              0
