#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.37711845              0     0.37387871              0     0.38035819              0
           -3.8     0.54521339              0     0.54128866              0     0.54913812              0
           -3.6     0.79962757              0     0.79491634              0      0.8043388              0
           -3.4      1.1448957              0      1.1392186              0      1.1505728              0
           -3.2      1.6387177              0      1.6317412              0      1.6456942              0
             -3      2.2886335              0      2.2801528              0      2.2971142              0
           -2.8      3.0978723              0      3.0879261              0      3.1078185              0
           -2.6      4.1242927              0      4.1119067              0      4.1366787              0
           -2.4      5.3479737              0      5.3336844              0       5.362263              0
           -2.2      6.7701171              0      6.7546492              0       6.785585              0
             -2       8.202825              0      8.1865897              0      8.2190603              0
           -1.8      9.7138098              0      9.6956188              0      9.7320008              0
           -1.6      11.144298              0      11.125091              0      11.163505              0
           -1.4      12.456199              0      12.435663              0      12.476735              0
           -1.2      13.431861              0      13.410827              0      13.452895              0
             -1      14.166834              0       14.14357              0      14.190098              0
           -0.8      14.673101              0      14.647008              0      14.699194              0
           -0.6      14.917056              0      14.889143              0      14.944969              0
           -0.4      15.008225              0      14.985431              0      15.031019              0
           -0.2      15.032759              0      15.010263              0      15.055255              0
              0      15.016059              0      14.993641              0      15.038477              0
            0.2      14.934806              0      14.892608              0      14.977004              0
            0.4      14.897486              0      14.875647              0      14.919325              0
            0.6      14.619876              0       14.59745              0      14.642302              0
            0.8       14.12041              0       14.09856              0       14.14226              0
              1      13.343735              0       13.32265              0       13.36482              0
            1.2      12.337165              0      12.316923              0      12.357407              0
            1.4      11.075954              0      11.056384              0      11.095524              0
            1.6      9.6743059              0      9.6562056              0      9.6924062              0
            1.8      8.1669896              0      8.1501784              0      8.1838008              0
              2      6.6669868              0      6.6522016              0       6.681772              0
            2.2      5.3036041              0      5.2909239              0      5.3162843              0
            2.4      4.1085875              0      4.0967823              0      4.1203927              0
            2.6      3.0844251              0      3.0744965              0      3.0943537              0
            2.8      2.2599971              0      2.2516802              0       2.268314              0
              3      1.6238014              0      1.6169529              0      1.6306499              0
            3.2      1.1433938              0       1.137371              0      1.1494166              0
            3.4     0.79331706              0     0.78864646              0     0.79798766              0
            3.6     0.56283301              0     0.55861052              0      0.5670555              0
            3.8     0.37887425              0      0.3756131              0      0.3821354              0
              4     0.37887425              0      0.3756131              0      0.3821354              0
