#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.048602158  0.00018326196    0.034712128   0.0001322791    0.069923103  0.00026109247
             10     0.14550779  0.00031262473     0.10392117  0.00022476317     0.20935099   0.0004472064
             20     0.23630401  0.00040098657     0.16874669  0.00028834326     0.34004288  0.00057353768
             30     0.31389104  0.00047294167     0.22410848  0.00034005641     0.45179878    0.000676574
             40     0.37326012  0.00051689007     0.26638858   0.0003719744     0.53750211    0.000738858
             50     0.41121094  0.00054324922     0.29338119  0.00039074236     0.59237678  0.00077706165
             60     0.43062325  0.00055895634     0.30709578  0.00040229314     0.62065592  0.00079903901
             70     0.43281622  0.00056682747     0.30849559  0.00040779204      0.6241969  0.00081075232
             80     0.42256294  0.00056921714     0.30105601  0.00040990152     0.60972202  0.00081343896
             90     0.40093927  0.00055591569     0.28551355  0.00040077881     0.57884466  0.00079363056
            100      0.3740205  0.00054448585     0.26624516  0.00039260914     0.54022508  0.00077722946
            110     0.34526874  0.00053626687     0.24568033  0.00038581566     0.49893507  0.00076744161
            120     0.31211171  0.00054068668     0.22196479  0.00039205777     0.45131009  0.00076755555
            130      0.2809747  0.00048273121     0.19977618  0.00034867577     0.40640815  0.00068804527
            140     0.25057988  0.00052551458     0.17806842  0.00038425247     0.36266727  0.00073957324
            150     0.22368128  0.00053879234      0.1589324  0.00039301878      0.3238067  0.00075981512
            160     0.19817483   0.0004545763     0.14079442   0.0003313273     0.28693268  0.00064193686
            170      0.1749496   0.0004560038     0.12426669  0.00033489975     0.25338046    0.000639114
            180     0.15453619  0.00045102227     0.10970878  0.00033749166     0.22394827  0.00062114844
            190     0.13602952  0.00043845257    0.096549661  0.00032656692     0.19718668  0.00060592029
            200     0.12071694  0.00039334077    0.085689489  0.00029051983     0.17498286  0.00054807179
            210     0.10556311  0.00040214213    0.074936263  0.00029399748     0.15301673    0.000565715
            220    0.093705505  0.00036884158    0.066515961  0.00027087297     0.13584489  0.00051644709
            230    0.082300317   0.0003578174    0.058379321  0.00026376544     0.11940303  0.00049913478
            240    0.073378143  0.00031210879    0.052064691  0.00022940955     0.10643588  0.00043692718
            250    0.065154357  0.00030193381    0.046209339  0.00022153846    0.094554536  0.00042329423
            260     0.05766683  0.00023384559    0.040895864  0.00016947016    0.083700299  0.00033236866
            270    0.051164707  0.00026667042    0.036274113  0.00019545386    0.074293758  0.00037433068
            280    0.045368383  0.00042077848    0.032137775  0.00031457483    0.065932753  0.00057713449
            290    0.041113245  0.00023091636     0.02914065  0.00016874889    0.059715462  0.00032516574
            300    0.036693111   0.0001918485    0.026009417  0.00013923263    0.053292833  0.00027226376
            310    0.032954585  0.00017620783    0.023352928  0.00012746744      0.0478796  0.00025092358
            320    0.029403036  0.00022429943    0.020826657  0.00016752317      0.0427427  0.00030818621
            330    0.026411215  0.00017301485    0.018710658  0.00012596865    0.038387137  0.00024465409
            340    0.023793607  0.00014767224    0.016849624  0.00010668874    0.034598688  0.00021061824
            350     0.02140352  0.00015425411    0.015157966    0.000112258    0.031121779  0.00021824618
            360    0.019162104  0.00015805948    0.013556241  0.00011500088    0.027894708   0.0002235407
            370    0.017183404  0.00013088824    0.012153483  9.4403984e-05    0.025020782  0.00018691899
            380    0.015627078  0.00011680365    0.011057654  8.3967768e-05    0.022744479  0.00016745128
            390    0.014180404  0.00010857554    0.010034401  7.7895443e-05    0.020638114  0.00015598856
            400     0.01284621  0.00010585405   0.0090873289  7.6100293e-05    0.018703742  0.00015177403
            410    0.011515319  0.00010114463   0.0081403506  7.2621624e-05     0.01677817  0.00014517934
            420    0.010702322  9.4098896e-05   0.0075723344  6.7480394e-05    0.015578923  0.00013526463
            430   0.0094958354  8.9381095e-05   0.0067111663  6.3963598e-05    0.013839261  0.00012876653
            440   0.0087324552   8.293611e-05   0.0061684542    5.92333e-05    0.012733791   0.0001197534
            450   0.0080818627  8.1308852e-05   0.0057119129  5.8207523e-05    0.011778507  0.00011711492
            460   0.0071126302  7.3400646e-05   0.0050252932  5.2316627e-05    0.010369509  0.00010620333
            470   0.0064738626  7.0770864e-05   0.0045754857  5.0460187e-05   0.0094354101  0.00010235985
            480   0.0061545292  7.0099502e-05   0.0043461412  5.0048854e-05   0.0089776794  0.00010124741
            490   0.0056444887  6.6593558e-05   0.0039841483  4.7466771e-05   0.0082382184  9.6364861e-05
            500   0.0050455873  6.1354672e-05   0.0035622185   4.363697e-05   0.0073618608  8.8980508e-05
            510   0.0046312458  6.1883612e-05   0.0032705472  4.4210359e-05   0.0067553606  8.9320352e-05
            520   0.0041561817  5.7646616e-05   0.0029318708  4.1079496e-05   0.0060695396   8.342854e-05
            530   0.0038868863  5.5245196e-05   0.0027436565   3.938783e-05   0.0056720577  7.9914311e-05
            540   0.0036518259   5.273407e-05   0.0025776027  3.7492699e-05   0.0053292894  7.6504589e-05
            550   0.0033204355  4.9856889e-05   0.0023459622  3.5465414e-05   0.0048407051  7.2291191e-05
            560   0.0030017518  4.7675084e-05   0.0021179324  3.3866279e-05   0.0043824481   6.922798e-05
            570    0.002719899  4.6526805e-05   0.0019180541  3.3125715e-05   0.0039732177  6.7399745e-05
            580   0.0025034279  4.3956937e-05    0.001766355  3.1246318e-05   0.0036549232  6.3783836e-05
            590   0.0022482421  4.1749775e-05   0.0015829471   2.962336e-05   0.0032894764  6.0692434e-05
            600   0.0020918759  4.0503038e-05   0.0014733078    2.87982e-05   0.0030597081  5.8758601e-05
            610    0.001844221  3.7493174e-05   0.0012998556  2.6607728e-05   0.0026954493  5.4499277e-05
            620   0.0018132103   3.645952e-05   0.0012804003  2.5861695e-05   0.0026449224  5.3028759e-05
            630   0.0016054194  3.9645333e-05   0.0011308529  2.8441448e-05   0.0023477533  5.6956271e-05
            640   0.0014757892  3.4758642e-05   0.0010394202  2.4743314e-05   0.0021584737  5.0358939e-05
