#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.25974809   0.0040635306     0.18457591   0.0029842319     0.37547459   0.0056828781
            0.2     0.69175435   0.0070756273     0.49197529   0.0052232117     0.99918399   0.0098398375
            0.4      1.0925763   0.0085679443     0.77738049   0.0063176949      1.5775235    0.011931741
            0.6      1.5010139   0.0093518555      1.0673725   0.0068863022      2.1685758     0.01304354
            0.8      1.9077063    0.010374028      1.3552179   0.0076350109      2.7590591    0.014480409
              1      2.3999247    0.011793605        1.70421    0.008686711      3.4724904    0.016448783
            1.2      3.0831246    0.013762491      2.1910586    0.010275387      4.4577956    0.018936575
            1.4      4.0434621    0.016428025      2.8741355    0.012182082      5.8453626    0.022753768
            1.6      5.3946032    0.022090752      3.8363366    0.016394691       7.795299    0.030540618
            1.8      7.5203703    0.020151119      5.3522226    0.014820369      10.859026    0.028155871
              2      10.860756    0.022188796       7.737202    0.016215205      15.667493    0.031212486
            2.2      16.329826    0.029774974      11.642686    0.021758221      23.538937    0.041875874
            2.4       25.34104    0.034439118      18.078515    0.025259604      36.507567    0.048291344
            2.6      40.207269     0.03898273      28.700906    0.028289973      57.893923    0.055248494
            2.8      63.122711    0.047851808      45.064816    0.034899595      90.884759    0.067534689
              3      80.141098    0.049219472       57.18342    0.035512602      115.47004    0.070205831
            3.2       34.95653    0.036243698      24.825082     0.02611029      50.641389    0.051810098
            3.4      17.352589     0.02935095      12.258454    0.021269396      25.290963    0.041735226
            3.6      9.6802528    0.022570958      6.8069555     0.01627313      14.183918    0.032288588
            3.8      5.6354068    0.021755118      3.9423996    0.015810942      8.3052443    0.030841846
              4      3.3463225    0.016275932      2.3294876    0.011708717      4.9592355    0.023349139
            4.2      2.0160207    0.013842325      1.3974628    0.009923749      3.0022258    0.019939842
            4.4      1.1900243    0.015788482     0.82049712     0.01146893      1.7825801    0.022418774
            4.6     0.70063221    0.011218508     0.48098193   0.0081235605       1.054528    0.015992786
            4.8      0.3975797   0.0095533292     0.27121342   0.0069644194     0.60236494    0.013530409
              5      0.3975797   0.0095533292     0.27121342   0.0069644194     0.60236494    0.013530409
