#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.55852223   0.0062365034     0.39657949   0.0045887923     0.80778619   0.0087029371
            0.2      1.2398991    0.010106956     0.87875295   0.0074930507       1.796791    0.013990949
            0.4      1.7370314    0.013266729      1.2301535   0.0098745423      2.5193503    0.018282049
            0.6      2.1559246    0.013846634      1.5243047    0.010314851      3.1323524    0.019072352
            0.8      2.5970053    0.015133064       1.836053     0.01127781      3.7739349    0.020835221
              1      3.0906908    0.021310599      2.1861416     0.01587059      4.4896638    0.029363332
            1.2      3.7935851    0.016624296      2.6852769    0.012319537      5.5072976    0.023032629
            1.4      4.9222383    0.019103047      3.4912261    0.014171326      7.1318488    0.026442721
            1.6       6.453157    0.023480168      4.5811642     0.01748713      9.3422298    0.032348014
            1.8      8.8712841    0.027365045      6.3066162     0.02021122      12.825429    0.038036288
              2       12.63928    0.025481711      8.9977265    0.018672957      18.248088    0.035745361
            2.2      18.778591    0.032111188      13.380381    0.023667845      27.087872    0.044794438
            2.4        28.6726    0.036469672       20.44928    0.026803451       41.32228    0.051070284
            2.6      44.704766    0.041919853      31.900319    0.030476084      64.396668    0.059308208
            2.8      68.650518    0.048145177      48.998681    0.034870684      98.875772    0.068396008
              3      83.908337    0.049953304      59.846037    0.035953643      120.96169    0.071432991
            3.2      28.239005    0.033395763      20.004853    0.023834571      41.036225    0.048222384
            3.4      10.508689    0.022640711       7.381433    0.016019745      15.422976    0.033014406
            3.6      4.4302212    0.016526514      3.0855537    0.011639779       6.566271    0.024243584
            3.8      1.9613304    0.011000433      1.3538267   0.0076292103      2.9369225    0.016409362
              4     0.87704885   0.0081745389     0.60008162   0.0056356327      1.3265291    0.012287561
            4.2     0.38647001   0.0051466187     0.26257234   0.0034913884     0.58933797   0.0078767758
            4.4     0.16398705   0.0036138572     0.11059541   0.0024153605     0.25221394   0.0056246328
            4.6    0.061653368   0.0026204219    0.041330231   0.0017281572    0.095443109   0.0041384789
            4.8     0.01740984   0.0015909737    0.011711936   0.0010416675    0.026863464   0.0025352265
              5     0.01740984   0.0015909737    0.011711936   0.0010416675    0.026863464   0.0025352265
