# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3       212.1283    0.077777284      151.40149    0.057261588      305.48579     0.10864661
            3.2      105.63164    0.064326477      74.958931     0.04686482      153.13121    0.090950099
            3.4      16.981537    0.029591286      11.931247    0.021415304      24.902457    0.042167979
            3.6       3.573745    0.014974704      2.4877879    0.010855283      5.2971111    0.021308415
            3.8     0.83477058   0.0066388882     0.57738286    0.004751733      1.2468355   0.0095811834
              4     0.19808298   0.0051466285     0.13588777   0.0037312127     0.29863828   0.0073146939
            4.2     0.04918229   0.0015311768    0.033617445   0.0010887176    0.074492599   0.0022269433
            4.4    0.011962394   0.0011055661   0.0081608069  0.00078968671    0.018161054   0.0015965697
            4.6   0.0025232804  0.00045716163   0.0016750407  0.00032527879   0.0039456287  0.00066367197
            4.8  0.00051596859  0.00031802513  0.00034525694  0.00022726499  0.00079928441   0.0004587377
              5  0.00051596859  0.00031802513  0.00034525694  0.00022726499  0.00079928441   0.0004587377
