#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.1284902   0.0093950197      1.5141944   0.0067147083       3.077264    0.013536768
            0.2      5.9980871    0.015344733      4.2687206    0.010961848      8.6678965    0.022117337
            0.4       9.060503    0.018751099      6.4505404    0.013407181      13.088215    0.027004144
            0.6      11.388882    0.020848703      8.1122491    0.014928966      16.441866    0.029975383
            0.8      13.099001    0.022655802      9.3334056    0.016271071      18.903385     0.03247264
              1      14.435563    0.023596953      10.287369    0.016961668      20.828066    0.033789173
            1.2       15.60568    0.026513193      11.124107    0.019263362      22.509736    0.037552747
            1.4       16.74347    0.029274301      11.938617    0.021336016      24.143044    0.041313336
            1.6      18.048458    0.027120965      12.873102    0.019594828      26.015868    0.038644948
            1.8      19.533857    0.027221767      13.936199    0.019691053      28.148935    0.038722572
              2      21.568903    0.029114058      15.390664    0.021210877      31.075808    0.041148662
            2.2      24.134722     0.03092398      17.224958    0.022454524      34.765175    0.043812973
            2.4      27.393473    0.032673237      19.548443    0.023776319      39.464157    0.046205075
            2.6       31.51144    0.033643364      22.471148     0.02428908      45.430343    0.047950335
            2.8      36.038743    0.037492195      25.660446    0.027363681      52.039752    0.052911383
              3      35.710326    0.048020699      25.338618    0.035370679      51.751721    0.067012735
            3.2      16.197235    0.034652615      11.451976    0.025399292      23.569891     0.04861997
            3.4      8.4202496    0.021517877      5.9359256    0.015606734      12.295096     0.03055801
            3.6       4.820263    0.017300363       3.386901    0.012528001      7.0645855    0.024623764
            3.8      2.9031905    0.013300145      2.0350323   0.0095602569       4.266409    0.019095292
              4      1.7768665    0.011217978      1.2420552   0.0080658719        2.61925    0.016104963
            4.2        1.09424    0.010220032     0.76345604   0.0073512633      1.6163145    0.014662256
            4.4     0.68744319   0.0077172692      0.4789128   0.0055718175      1.0170731    0.011046117
            4.6     0.42315875   0.0079860243     0.29375053   0.0058193787     0.62839859    0.011300024
            4.8     0.26271279    0.008724963     0.18102518   0.0065909046     0.39312896    0.011838911
              5     0.26271279    0.008724963     0.18102518   0.0065909046     0.39312896    0.011838911
