# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      95.733807    0.065729472      68.176353    0.048165698      138.21029    0.092242887
            3.2      105.75855    0.064380327      75.379849    0.047138836      152.53845    0.090461427
            3.4      53.066415    0.045090101      37.794023     0.03261577      76.611218    0.064154884
            3.6      30.129248    0.036670382      21.423476    0.026746974      43.580455    0.051822548
            3.8      17.938464    0.027647522      12.734798    0.019899782      25.996506    0.039560023
              4      11.165419    0.022771469      7.9134683    0.016439053      16.212178    0.032497393
            4.2      7.3029228    0.017172627      5.1708971    0.012262821      10.616523    0.024795639
            4.4      4.9213141    0.014244707      3.4807479    0.010197091      7.1634669    0.020517091
            4.6      3.4342366    0.012039829       2.427342    0.008598142      5.0030745    0.017391283
            4.8      2.4581815   0.0095641832      1.7369024   0.0068052245       3.582605    0.013863557
              5      2.4581815   0.0095641832      1.7369024   0.0068052245       3.582605    0.013863557
