# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      16.171189    0.025415312      11.500887    0.018253895       23.38625    0.036436965
            0.2      15.923906     0.02570239      11.325867    0.018531784      23.026867    0.036715655
            0.4      15.635733    0.025376678       11.12305    0.018270514      22.604614    0.036292056
            0.6      15.446272    0.026760883      10.991516    0.019614084      22.323289    0.037671542
            0.8      15.379583    0.027142722      10.946615    0.019876874      22.220738    0.038174772
              1      15.657555    0.026173334      11.148753    0.018973238      22.612988    0.037154315
            1.2      16.151841    0.026076343       11.50494    0.018870123      23.317534    0.037085682
            1.4       16.96664    0.029575896      12.088887    0.021594668        24.4856     0.04165521
            1.6       18.19951     0.02630697      12.972228    0.019005092      26.254269    0.037476309
            1.8      19.904132     0.02732121      14.190712    0.019735756      28.705765    0.038924235
              2      22.193278    0.029162115      15.822997    0.021135547      32.006682    0.041405603
            2.2      25.141776    0.031176734      17.926979     0.02257091      36.254703    0.044314037
            2.4      28.932305    0.033381797      20.621578    0.024223771      41.738445    0.047358995
            2.6      33.415154    0.035456684      23.789557    0.025605063      48.262842    0.050537683
            2.8      37.455918    0.039511936      26.604575    0.028576979      54.228497     0.05624054
              3      26.837455    0.052292107      18.977363    0.038628366      39.030382    0.072751366
            3.2      26.837455    0.052292107      18.977363    0.038628366      39.030382    0.072751366
