#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00013025304  7.5597502e-05  8.8207463e-05  5.1244999e-05  0.00019916232  0.00011548042
           -3.8  0.00038676358  0.00038353891  0.00029779531  0.00029913651  0.00051552744  0.00050346998
           -3.6   0.0059119878  0.00068602958   0.0042453022  0.00047368236   0.0084471804   0.0010378042
           -3.4    0.025060773   0.0019379826    0.017603938    0.001371712    0.036873487   0.0028436232
           -3.2    0.084742197   0.0022167375    0.059097168    0.001542591     0.12583494   0.0033131718
             -3     0.22984043   0.0036016534     0.16028258   0.0025193813     0.34100912   0.0053425006
           -2.8      0.5317927   0.0051663427     0.37147686   0.0036283541     0.78665775   0.0076233177
           -2.6      1.0832451   0.0075502164     0.75861565   0.0053698783       1.596256    0.010968724
           -2.4      1.9813976    0.010804496      1.3921049   0.0077452556      2.9073732    0.015545298
           -2.2      3.2317333    0.012358046       2.277842   0.0088412355      4.7230555    0.017814182
             -2      4.9489575    0.018175904      3.4975968    0.013311963      7.2089252    0.025550362
           -1.8       7.089418    0.019802694      5.0232929    0.014382252      10.295238    0.028064506
           -1.6      9.7064098    0.020920091      6.8913986    0.015094395      14.062718    0.029852843
           -1.4      12.493142     0.02563388      8.8813544     0.01879943      18.072593    0.035996634
           -1.2      15.459807    0.027191757      11.004284     0.02004248      22.332164    0.038021411
             -1      18.309196     0.02824593      13.042731    0.020496346      26.424682    0.040055359
           -0.8       20.93622     0.02991179      14.921025    0.021725958      30.200169    0.042367589
           -0.6      23.133351    0.031125799      16.491701    0.022605059      33.358473    0.044093094
           -0.4      24.687277    0.032818316      17.603238     0.02387022      35.590705    0.046416745
           -0.2       25.47286    0.035756044      18.163913    0.026145378      36.722161    0.050279561
              0      25.500329    0.033195468      18.183521    0.024200088      36.761478    0.046848273
            0.2      24.651214    0.032050516      17.576689    0.023273597      35.540397    0.045407165
            0.4       23.18307    0.031562849      16.527413    0.022950678      33.429532    0.044656252
            0.6      20.910966     0.03219623      14.902534    0.023432159       30.16465    0.045504447
            0.8      18.379739    0.029916727      13.092864    0.021806969      26.526665    0.042218478
              1      15.447729    0.027135219      10.994924    0.019671731      22.316301    0.038526044
            1.2      12.575654    0.024186419      8.9414021    0.017518767      18.189111    0.034372386
            1.4      9.7473527    0.020810299      6.9198263    0.015030886      14.123286    0.029665848
            1.6      7.1874605    0.017612598      5.0925722    0.012662853      10.437937     0.02523568
            1.8       5.046025    0.014989521      3.5661307    0.010751814      7.3506827    0.021541865
              2      3.3149465    0.012297152      2.3362621   0.0087803098       4.845083    0.017765246
            2.2      1.9987359   0.0098559135      1.4035069   0.0070144829      2.9344886    0.014303219
            2.4      1.1213196    0.010688444     0.78404351   0.0076814132      1.6552371    0.015320693
            2.6       0.558666   0.0052793967     0.38946264   0.0037361301     0.82814823   0.0077217843
            2.8     0.25184737   0.0035908355     0.17518208   0.0025144444      0.3747044   0.0053208193
              3    0.089467132   0.0037719329    0.062326898   0.0026733394     0.13296805   0.0055151246
            3.2    0.027639213   0.0012477021     0.01920071  0.00086309788    0.041222499   0.0018779476
            3.4   0.0079338096  0.00063319268   0.0055473982  0.00044024772    0.011727643   0.0009465941
            3.6   0.0012385507  0.00023665851  0.00086545645  0.00016370207   0.0018248205  0.00035556811
            3.8  6.3937499e-05  0.00013283532  4.2703124e-05  9.2191477e-05  9.9215703e-05  0.00019738079
              4  6.3937499e-05  0.00013283532  4.2703124e-05  9.2191477e-05  9.9215703e-05  0.00019738079
