#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       2.135197    0.016858363       1.511187    0.012386844      3.0987826    0.023618081
            0.2      2.2778063    0.015660461      1.6089437    0.011584767      3.3136433    0.021756801
            0.4      2.4546674    0.015467995      1.7317015    0.011450248      3.5762891    0.021466413
            0.6      2.7360681    0.021420515      1.9290503    0.015889256      3.9892725    0.029640978
            0.8      3.1757581    0.014734768      2.2419449    0.010874886      4.6249719    0.020516627
              1      3.7332911    0.019942168      2.6372708    0.015022432      5.4337112    0.027139826
            1.2      4.6039992    0.016732851      3.2570496    0.012308126      6.6914453    0.023387384
            1.4       5.973767    0.019784571      4.2338859     0.01462856      8.6662293    0.027499673
            1.6      7.8860133    0.026338002      5.5935131    0.019501742      11.431623    0.036519022
            1.8      10.996197    0.025449896       7.812322    0.018615978      15.914004    0.035769124
              2      15.812004    0.028917122      11.244365    0.021139172      22.862106    0.040674158
            2.2      23.666672    0.034028023      16.843552    0.024939503      34.191905    0.047779073
            2.4      36.428639     0.03967333      25.942957    0.028928847       52.59756    0.056050167
            2.6      56.544372    0.046177782      40.279647    0.033416036      81.623739    0.065687351
            2.8      84.927819      0.0524705      60.499203    0.037808594      122.60662    0.074991143
              3      76.059977    0.048342866      54.169913    0.034658595      109.83757    0.069441628
            3.2      76.059977    0.048342866      54.169913    0.034658595      109.83757    0.069441628
