#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.54744694    0.011497812     0.49392813    0.010368415      0.6228148    0.013189116
           -3.8     0.85737201    0.013534949      0.7781337    0.012306523     0.97101718    0.015537997
           -3.6      1.3070857    0.016045723      1.1891231    0.014560066      1.4803632    0.018412248
           -3.4       1.908154     0.01902575      1.7409342    0.017337043      2.1597485    0.021773475
           -3.2      2.8170916    0.022943616      2.5741245    0.021002587      3.1918769     0.02629565
             -3      4.1554159    0.027692059      3.8011638    0.025316347       4.717319    0.031759554
           -2.8      6.0342069    0.033097424      5.5408431    0.030457334      6.8412885    0.038182621
           -2.6      8.8069324    0.039676015      8.1053512    0.036542167       9.993903    0.045549128
           -2.4      12.751464    0.047477634      11.770219    0.043794742      14.472096    0.054516704
           -2.2      18.493789    0.056765742      17.116726    0.052614664      21.002486    0.065254268
             -2      26.018918    0.066914987      24.158986    0.062099628       29.54801    0.076765659
           -1.8      36.272597    0.078425399      33.786416    0.073032924      41.203799    0.089870321
           -1.6      48.735885    0.091544963      45.531715    0.084626461       55.38829     0.10748006
           -1.4      63.609356     0.10223044      59.588524    0.096177893      72.344835     0.11930442
           -1.2      80.104171     0.11345776      75.199347     0.10647019      91.219562     0.13011356
             -1      97.148133     0.12358931      91.355229     0.11617802      110.80659     0.14161235
           -0.8      113.21158     0.13206728      106.62399     0.12423073      129.30998     0.15176983
           -0.6      126.94673     0.13849885       119.6757     0.13050078      145.21188     0.15914216
           -0.4      137.29788     0.14316524       129.5037     0.13455046       157.2328     0.16558939
           -0.2      142.46603     0.14492333      134.40276     0.13651758      163.27505     0.16654873
              0      142.63686     0.14503327      134.57132     0.13661468       163.4774     0.16671089
            0.2      137.42164      0.1429468      129.62721     0.13462413      157.37333     0.16478365
            0.4      126.99871      0.1384307      119.71166     0.13032249      145.27148      0.1590282
            0.6      113.24364     0.13198977       106.6419     0.12416387       129.3611     0.15145866
            0.8      97.176174     0.12359999      91.391846     0.11615734      110.82875     0.14180135
              1       79.98301     0.11336903      75.099783      0.1064152        91.0754     0.13014229
            1.2      63.545543     0.10207141      59.533745    0.095574868      72.264185     0.11708691
            1.4      48.724556    0.090224365      45.531043    0.084321404      55.361453     0.10358399
            1.6      36.282822    0.078531084      33.811342    0.073526615      41.190925    0.091835276
            1.8      26.192287    0.067107272      24.311352     0.06231554      29.754485    0.076906421
              2      18.579664    0.056897724      17.188722    0.052686202      21.108134    0.065319585
            2.2      12.801059    0.047576092      11.815779     0.04412017      14.528141    0.054862066
            2.4      8.8209493    0.039765283      8.1171581    0.036648659      10.012274    0.045771579
            2.6      5.9950215    0.033005701      5.5033784     0.03032739       6.799651    0.037921397
            2.8      4.1285523    0.027626373      3.7815093    0.025309372      4.6789884    0.031679721
              3      2.7994207    0.022870503      2.5578189     0.02089254      3.1715631    0.026253655
            3.2       1.917667    0.019136769      1.7477884    0.017449028      2.1731778    0.022012728
            3.4      1.2776966    0.015864054      1.1652608    0.014866367      1.4426226    0.018378114
            3.6     0.86904207    0.013639286     0.78821239    0.012353462     0.98493469    0.015699249
            3.8     0.55799417    0.011508671     0.50451599    0.010386245     0.63340512    0.013201595
              4     0.55799417    0.011508671     0.50451599    0.010386245     0.63340512    0.013201595
