#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.8645244    0.029797943       4.480436    0.027472901      5.5415706    0.034119596
           -3.8      6.1400138    0.033373425      5.6666662    0.030845402      6.9852795    0.038131144
           -3.6      7.7525361    0.037332674      7.1619244    0.034538138      8.8238204    0.042741624
           -3.4      9.6923212    0.041581404      8.9699705    0.038534772      11.027715    0.047543991
           -3.2      12.093868     0.04625716      11.210976     0.04302185        13.7549    0.052890313
             -3      15.174978    0.051566227      14.097652    0.047941783      17.246958     0.05890658
           -2.8      18.766793    0.057096849      17.461448    0.053149714      21.327647    0.065331711
           -2.6      23.205212    0.063176521      21.626312    0.058920703      26.377035    0.072392264
           -2.4       28.14193    0.069316444        26.2685    0.064827995      31.987304    0.080429243
           -2.2       33.98998    0.075637866      31.777351    0.070719325      38.651663    0.086485298
             -2      40.849132    0.082452027      38.245816     0.07717961      46.469351    0.094444622
           -1.8      48.534325    0.089300954      45.494775    0.083666451      55.254062     0.10232611
           -1.6       56.69252     0.09721889       53.25081    0.090826581      64.544913     0.11525625
           -1.4      65.267601     0.10219824       61.36153    0.096011528      74.393601     0.11748857
           -1.2      73.731252     0.10785296       69.36576     0.10137248      84.156216     0.12382272
             -1      82.277256      0.1131444      77.480297     0.10643311      93.999506       0.130028
           -0.8      89.523885     0.11744418      84.388953     0.11065299      102.34986     0.13528801
           -0.6      95.462896     0.12096364      90.014599     0.11348495      109.25283     0.14031689
           -0.4      99.753384     0.12276431      94.077627     0.11557587      114.26575     0.14113658
           -0.2      102.03442     0.12392544      96.255272     0.11668679      116.90571     0.14254421
              0       102.0347     0.12395988      96.277352     0.11674436      116.88355     0.14252911
            0.2      99.867394     0.12296716      94.192037     0.11574289      114.37449      0.1420018
            0.4      95.593304     0.12062106      90.132833     0.11352843       109.4158     0.13875231
            0.6      89.670879     0.11742265      84.507486     0.11047939      102.53372     0.13495544
            0.8      82.168131     0.11306072      77.389063     0.10637407      93.867003      0.1298753
              1      73.732421     0.10784518      69.386663     0.10136926      84.137993     0.12389701
            1.2      65.286383     0.10222628      61.399241    0.096025861      74.393682     0.11767181
            1.4      56.682532    0.095873907      53.222133    0.089944849      64.564884     0.10999877
            1.6      48.310182    0.089187168      45.304531    0.083665271      54.973382     0.10326401
            1.8      41.008008     0.08257935      38.398538    0.077673345      46.642245    0.095309589
              2       34.16939    0.075827034      31.952901    0.070953032      38.839609    0.086781812
            2.2      28.259034    0.069334793      26.370025     0.06476802      32.128574    0.079315315
            2.4      23.073637    0.062991701      21.496818     0.05875979      26.233108    0.072126139
            2.6      18.802321    0.057149682      17.489966    0.053214508      21.375799    0.065406803
            2.8      15.257112    0.051711737       14.16899    0.048085736      17.350783    0.059085922
              3      12.139717    0.046334202      11.256704    0.043082899      13.801953    0.053041911
            3.2      9.6764557    0.041559316      8.9550364    0.038498571      11.008546    0.047512335
            3.4      7.6886329    0.037195663      7.1084246    0.034438993      8.7429408    0.042571371
            3.6      6.1535304    0.033401546      5.6775793     0.03089523      7.0033001    0.038241216
            3.8      4.8256948    0.029694475      4.4505944    0.027615377      5.4870775    0.034000316
              4      4.8256948    0.029694475      4.4505944    0.027615377      5.4870775    0.034000316
