#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.6469912    0.021552773      2.4698072    0.020145418      3.0470278    0.024738705
            0.2      7.9475247    0.036988592       7.412635    0.034560693      9.1500462    0.042506946
            0.4      13.155248    0.047319918      12.272951    0.044202773      15.141127    0.054430627
            0.6      18.440801     0.05608792      17.208003    0.052721191      21.204918    0.064387044
            0.8      23.685835    0.063370774      22.109042    0.059212532      27.224232    0.072843682
              1      29.403832    0.070461921      27.465165    0.065889108      33.767723    0.080940383
            1.2      35.786796    0.077508608      33.444384    0.072505627      41.070133    0.089008611
            1.4      43.557659      0.0851851      40.741387    0.079752592       49.94839    0.097773803
            1.6      53.342448    0.093770397      49.930191     0.08789024       61.13014     0.10760406
            1.8      66.362464     0.10385551      62.171173    0.097342289      76.016584     0.11909261
              2      84.603596      0.1161932      79.364384     0.10901762       96.82908     0.13322234
            2.2      110.46821     0.13122385      103.78376     0.12327364      126.33764      0.1509292
            2.4      147.54645     0.14918293      138.81054     0.14027835      168.64908     0.17108308
            2.6      200.32291     0.17040329       188.7666     0.16016443      228.84054     0.19662372
            2.8      267.58845     0.19157465      252.46644     0.18036793      305.52462     0.22086835
              3       307.9019     0.20248499      290.54296     0.19043263      351.35091     0.23338408
            3.2      159.95313     0.15623111       150.4385     0.14623131      181.82218     0.18126783
            3.4      93.998154      0.1230429      88.063723     0.11554078      106.65813     0.14326428
            3.6      60.332635      0.1002345      56.318845    0.093585245       68.42958     0.11465853
            3.8      40.396528    0.083086171      37.604628    0.077421001      45.798782    0.095215523
              4      27.642217    0.069366318      25.644522    0.064450501       31.37171    0.079356937
            4.2      19.178061    0.058268378      17.746986    0.053970876      21.774353    0.066580458
            4.4      13.374042    0.049021171      12.347975    0.045407522      15.191729    0.056115757
            4.6        9.53737    0.041700119      8.7832367    0.038475316      10.844797    0.047695393
            4.8      6.8861786     0.03567218      6.3293286    0.032810824      7.8366259    0.040836219
              5      6.8861786     0.03567218      6.3293286    0.032810824      7.8366259    0.040836219
