# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
            650    0.011804428  0.00019757486    0.011029845  0.00018449061    0.013572085  0.00022834364
            660    0.010905877  0.00019019195    0.010188196  0.00017722445    0.012541265  0.00022023012
            670    0.010041706  0.00018268742   0.0093912468  0.00017041087    0.011569482  0.00021186066
            680    0.009478092  0.00017711795   0.0088542071  0.00016511607    0.010909092   0.0002054475
            690   0.0087175828  0.00016985091   0.0081487756   0.0001585712    0.010016452  0.00019738801
            700   0.0085456873  0.00016819235   0.0079980236  0.00015722627   0.0098109464   0.0001941918
            710   0.0080304884  0.00016281784   0.0075013824  0.00015169165    0.009236353  0.00018866919
            720   0.0072472906  0.00015526113   0.0067826914  0.00014471173   0.0083137396  0.00018133803
            730   0.0070502104  0.00015272126   0.0066109069  0.00014289146   0.0080871226  0.00017920184
            740    0.006476776  0.00014652157   0.0060477982  0.00013645572   0.0074583579  0.00016998799
            750   0.0061926599  0.00014305647   0.0057890752  0.00013326595   0.0071253724  0.00016669711
            760   0.0055886625  0.00013592633   0.0052177084  0.00012666474   0.0064303861  0.00015752545
            770   0.0056259392  0.00013679716   0.0052557304  0.00012723078   0.0064635654  0.00015896971
            780   0.0053287777  0.00013244558      0.0049793  0.00012370161   0.0061324946  0.00015300457
            790   0.0047800093  0.00012598283   0.0044862044  0.00011725359   0.0054733554  0.00014767611
            800   0.0045158144  0.00012208889   0.0042356995  0.00011419935   0.0051755938  0.00014132211
            810   0.0041979135  0.00011814906   0.0039232819  0.00011012564    0.004813437  0.00013641184
            820   0.0041706419  0.00012050302   0.0038949411  0.00011030962    0.004797534   0.0001422931
            830   0.0037427826  0.00013165784   0.0036611473  0.00014811377   0.0041146884  0.00031138691
            840   0.0035303254  0.00010774823    0.003301241   0.0001007423    0.004061686  0.00012441064
            850   0.0033778601  0.00010593701   0.0031525732  9.8452197e-05   0.0038826724  0.00012347597
            860    0.003240091  0.00010358828   0.0030289786  9.6592428e-05   0.0037208484    0.000119852
            870   0.0028951253  9.7858889e-05   0.0027051361  9.1516485e-05   0.0033299556  0.00011369857
            880   0.0028776689   9.722117e-05   0.0026831632  9.0488302e-05   0.0033179201  0.00011270733
            890    0.002451804  8.9745098e-05   0.0022916183  8.3761946e-05   0.0028106756   0.0001035078
            900     0.00251309   9.110373e-05    0.002343901  8.4711813e-05   0.0028942468  0.00010564654
            910   0.0022689238  8.6605259e-05   0.0021358411  8.1342348e-05   0.0025909416  9.9783521e-05
            920   0.0021938799  8.5087264e-05   0.0020620813  7.9736071e-05   0.0025066234  9.8319125e-05
            930   0.0021221961  8.3937668e-05   0.0019779928  7.8097431e-05   0.0024423438   9.708085e-05
            940   0.0018684926  7.9098479e-05   0.0017474837  7.3611032e-05    0.002149936  9.1833917e-05
            950   0.0018600489  7.8118968e-05   0.0017419592  7.3191781e-05   0.0021337684  8.9855345e-05
            960   0.0016460058   7.409925e-05   0.0015347155  6.8517566e-05   0.0019000708  8.6852493e-05
            970   0.0015087877  7.0680045e-05   0.0014038818  6.5706584e-05    0.001746886  8.2161948e-05
            980   0.0015820944   7.191419e-05   0.0014772521  6.7105518e-05   0.0018230558  8.3281312e-05
            990   0.0014607036  6.9901909e-05   0.0013631679  6.4880646e-05   0.0016808156  8.1234436e-05
           1000   0.0014607036  6.9901909e-05   0.0013631679  6.4880646e-05   0.0016808156  8.1234436e-05
