#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3339982    0.023754238      3.1150353    0.022216778      3.7952269    0.027736906
           -3.8      4.8262549    0.028490357      4.5018466    0.026571763      5.5040276    0.032625484
           -3.6       6.939462    0.034115863      6.4790636    0.031843598      7.9127919    0.039076391
           -3.4       9.721631    0.040309534      9.0781604    0.037641747      11.086117    0.046108325
           -3.2      13.478286    0.047399529      12.591089    0.044280862      15.371868     0.05425198
             -3      18.050401    0.054737321      16.882889    0.051194194      20.574924    0.062635141
           -2.8      23.805449    0.062779863      22.271716    0.058666984      27.147783    0.072036464
           -2.6      30.465536    0.070759606      28.537036    0.066255755      34.729801    0.081021141
           -2.4      37.601411     0.07837051      35.243247    0.073424958      42.873516    0.089703763
           -2.2      45.568472    0.085963552      42.747556    0.080649632       51.95258     0.09838378
             -2      53.483127     0.09287206      50.214203     0.08728437      60.989184     0.10686593
           -1.8      60.916704     0.09882842      57.208005    0.092724891      69.495553     0.11333393
           -1.6      67.408295     0.10369571      63.325084    0.097326101      76.928804      0.1189695
           -1.4      72.626561      0.1074287      68.247714      0.1008537      82.907244     0.12334023
           -1.2      76.430181     0.11003305      71.844092      0.1033288       87.26789     0.12629301
             -1      79.009128     0.11178718      74.277218     0.10499419      90.236126     0.12847261
           -0.8       80.00305     0.11244701      75.222916     0.10554295      91.392798      0.1292374
           -0.6      80.273193      0.1126528      75.474884     0.10577946      91.709628     0.12949759
           -0.4      79.880177     0.11274403      75.113188     0.10552619      91.269822     0.13080182
           -0.2      79.675903     0.11226725      74.921417     0.10537562      91.040822     0.12912941
              0      79.851659     0.11247737      75.100854     0.10574778      91.225407     0.12983936
            0.2      80.125291     0.11274323      75.384185     0.10635676      91.500348      0.1324559
            0.4      80.060512      0.1125008      75.279284     0.10562544      91.462113     0.12940124
            0.6      80.053877     0.11246026      75.268302     0.10564543      91.444419     0.12928487
            0.8      78.778678     0.11167417      74.072522     0.10486632      89.964937     0.12850848
              1      76.557679     0.11008878      71.951521     0.10334803      87.430341     0.12634168
            1.2       72.68604     0.10856887      68.327633     0.10110765      82.950508     0.12630022
            1.4       67.39032     0.10364347      63.315977    0.097291385      76.899769     0.11895787
            1.6      60.899284    0.098862747      57.203703     0.09275469      69.464618     0.11431995
            1.8       53.29485     0.09267631      50.025097    0.086912799      60.791227     0.10635132
              2      45.578815    0.085988954      42.740656     0.08060744      51.987435    0.098434571
            2.2      37.751117    0.078506372      35.387245    0.073549734      43.040518     0.09018689
            2.4      30.406864    0.070629784      28.484048    0.066136393      34.657672    0.080816052
            2.6      23.720211    0.062537586      22.192883    0.058514874      27.051034    0.071538586
            2.8      18.103262    0.054789245      16.926275    0.051228433      20.640202    0.062843624
              3      13.347078    0.047151371      12.468127    0.044046457      15.221219    0.053935388
            3.2      9.7326302    0.040306393      9.0895202    0.037646673      11.096303    0.046087006
            3.4       6.916004    0.034026844      6.4527068    0.031745392      7.8904321    0.039008082
            3.6      4.8225341    0.028453828      4.5020216    0.026564359      5.4982374    0.032639463
            3.8      3.3574874    0.023746228      3.1299383    0.022147083       3.831297     0.02714693
              4      3.3574874    0.023746228      3.1299383    0.022147083       3.831297     0.02714693
