#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.5551486    0.025250562      3.2934417     0.02341217      4.0462705    0.028791754
           -3.8      5.1854224    0.030438793      4.8052655    0.028234506      5.9031634    0.034701387
           -3.6      7.3713783    0.036191567      6.8368789    0.033607293        8.39163    0.041257475
           -3.4      10.292509    0.042630585      9.5549364    0.039631772      11.714737    0.048622916
           -3.2      14.191636    0.049853518      13.195195    0.046386301      16.146004    0.056875423
             -3       18.95054     0.05733611      17.637598    0.053406369      21.563868    0.065461424
           -2.8      24.985529    0.065455792      23.283081    0.061035502      28.440273    0.074671159
           -2.6      31.807744    0.073395988      29.690228    0.068586905      36.211853    0.083824474
           -2.4      39.181813    0.080969471       36.62989    0.075766214      44.611048    0.092662065
           -2.2      46.802282    0.087963379      43.822957    0.082349428      53.297528     0.10074671
             -2      54.451983    0.094322241      51.054748     0.08851215      62.036074     0.10881616
           -1.8      61.456726    0.099556543       57.68356    0.093390022      70.069872     0.11403821
           -1.6      67.711404     0.10401955      63.621322    0.097824841      77.235454      0.1192939
           -1.4      72.743052     0.10723656      68.391936     0.10070881      83.050132     0.12308201
           -1.2      75.905307     0.10911087      71.433104      0.1025805      86.697303     0.12529279
             -1      77.665656     0.11018154      73.135335     0.10399563      88.743376     0.12864557
           -0.8      78.174274     0.11019333      73.638533     0.10364434      89.391527     0.12674864
           -0.6      77.879861     0.10985414      73.407107     0.10333714      89.050064     0.12663898
           -0.4      77.348267     0.10935616      72.915179     0.10285646      88.479701     0.12606998
           -0.2      76.869233     0.10943547      72.482205     0.10249433      87.928624     0.12765095
              0      77.134114     0.10910808      72.706859     0.10263488      88.266297     0.12573075
            0.2      77.493997     0.10945252      73.051764     0.10306523      88.650416     0.12654133
            0.4      77.853829     0.10981096      73.362762     0.10327035      89.055007     0.12655507
            0.6      78.197145     0.11019389      73.663545     0.10362224      89.408149     0.12676878
            0.8      77.572196     0.11108072      73.051143     0.10364687      88.638655     0.12917497
              1      75.806133      0.1090965       71.32306     0.10250767       86.59478     0.12592691
            1.2      72.508431     0.10702358      68.178227      0.1005492      82.775791     0.12284092
            1.4      67.784241     0.10401633      63.692133     0.09767076      77.324482     0.11957797
            1.6      61.852406    0.099897573      58.067522    0.093728432      70.505669     0.11511728
            1.8       54.68889    0.094394518      51.272859    0.088501925      62.309474     0.10803536
              2      46.910614    0.087985074       43.92365    0.082393289      53.425166     0.10074859
            2.2      39.116589    0.080834806      36.560946    0.075569607      44.546227     0.09240268
            2.4      31.698697     0.07332479      29.596406    0.068684427      36.069185    0.084985716
            2.6      24.949049    0.065347411      23.244085    0.060936036      28.409338    0.074586421
            2.8      19.045716    0.057390414      17.722213    0.053444704      21.686347    0.065542308
              3      14.195462     0.04978091      13.191605    0.046458279      16.156654    0.056916731
            3.2      10.265992    0.042607309      9.5310689    0.039607571      11.686307    0.048613848
            3.4       7.391422    0.036171651      6.8557421    0.033612167       8.413467    0.041296791
            3.6      5.2136227    0.030537763      4.8319925    0.028332423      5.9363239    0.034840088
            3.8       3.639419    0.025536575       3.370662     0.02367177      4.1427276    0.029115279
              4       3.639419    0.025536575       3.370662     0.02367177      4.1427276    0.029115279
