#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.7613139    0.022198402      2.5611512     0.02054955      3.1480028     0.02565706
           -3.8      3.6761544    0.025506234      3.4147876    0.023697366      4.1876782    0.029193026
           -3.6      4.8658789    0.029282953      4.5261033    0.027227068      5.5389178    0.033479314
           -3.4      6.3166901    0.033272348      5.8829651    0.030968682      7.1906143    0.038082115
           -3.2      8.1703154    0.037708227      7.6079573    0.035083948      9.3098108    0.043184134
             -3      10.623191    0.042798598      9.9157182    0.039947396      12.088307     0.04896411
           -2.8      13.572875    0.048201918      12.677074    0.045006032      15.453008    0.055138679
           -2.6      17.429361    0.054414673      16.295654    0.051124754      19.844213    0.062671579
           -2.4      21.982368    0.060920485      20.570966    0.057114396      25.035048    0.071031307
           -2.2      27.599496    0.067812409      25.845439    0.063554896      31.448745    0.077815768
             -2      34.443595    0.075409383      32.281624    0.070648727      39.256816     0.08635844
           -1.8      42.552293    0.083478967      39.915499    0.078470938      48.507853    0.095670608
           -1.6      51.963692    0.091719477       48.76966    0.086018851       59.27318     0.10515619
           -1.4      62.592798     0.10030499      58.802745    0.094595914      71.399464     0.11742231
           -1.2      74.643602     0.10880541       70.12618      0.1021207      85.214385     0.12485723
             -1       86.86371     0.11677009      81.663861     0.10966689      99.182707     0.13418747
           -0.8      99.439056     0.12432232      93.515356     0.11674832      113.56943      0.1429919
           -0.6      110.28439     0.13120772      103.73218     0.12260492      125.99925     0.15188985
           -0.4      118.80559     0.13482666      111.76662     0.12662705      135.75884      0.1550208
           -0.2      123.64814     0.13730675      116.34744     0.12897157      141.29038     0.15795116
              0      123.51939     0.13756183        116.238     0.12890459      141.13727     0.15927379
            0.2      118.97053     0.13488281      111.92128     0.12669457      135.95063     0.15504436
            0.4      110.51931     0.13045408      103.94137     0.12251183      126.27425     0.14989241
            0.6      99.316667     0.12424017      93.395295      0.1167705       113.4405     0.14319885
            0.8      86.962622     0.11680537      81.740633     0.10970194      99.311642     0.13451666
              1      74.618323     0.10880239      70.107991     0.10213349      85.175999     0.12489808
            1.2      62.882364     0.10036433      59.052832    0.094259701       71.75865     0.11519655
            1.4      51.961993    0.091712149      48.780662    0.086019118      59.258938     0.10520117
            1.6      42.562535    0.083412592      39.927842    0.078260506       48.52055    0.095804257
            1.8      34.574934    0.075618084      32.412832     0.07077912      39.400927    0.086822415
              2      27.622069    0.067853719      25.868778    0.063562268      31.468895    0.077930012
            2.2       22.02467     0.06087724      20.608328    0.057218023      25.084027    0.070403982
            2.4      17.400834    0.054352335       16.27231     0.05081002      19.807958    0.062439581
            2.6      13.638038    0.048314844      12.737529    0.045109278      15.526661    0.055287331
            2.8      10.608325    0.042732131      9.8933752    0.039840347      12.084714    0.048875363
              3       8.260571    0.037889862       7.697775    0.035290236      9.4033154    0.043360601
            3.2      6.3323137    0.033267037      5.8927961    0.030976043      7.2126579    0.038081707
            3.4      4.8508726    0.029227307      4.5107867    0.027177028      5.5253407    0.033456328
            3.6      3.6812746    0.025561285      3.4193217    0.023732897      4.1934969    0.029253991
            3.8      2.7773964    0.022294934      2.5791651    0.020689007       3.162786    0.025630401
              4      2.7773964    0.022294934      2.5791651    0.020689007       3.162786    0.025630401
