#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      10.850929    0.041701521      10.224388     0.03912515      12.398576    0.048110849
            0.2      30.893109    0.069992349      29.115359    0.065853931      35.292702    0.081900802
            0.4      47.552693    0.086585366      44.825493    0.081904985      54.295541     0.10309326
            0.6      60.521824    0.097181777       57.02054     0.09130835      69.140738     0.11228026
            0.8      70.948446     0.10495944      66.818872    0.098689146      81.044017     0.12074788
              1      78.855184     0.11057973      74.246109     0.10395488      90.073373     0.12705728
            1.2      85.987273     0.11580372      80.964543     0.10851387      98.188513     0.13420497
            1.4      92.714419     0.11981329      87.254259     0.11262718      105.89329     0.13776416
            1.6       99.78261     0.12423925      93.868308     0.11675539      113.95695     0.14259698
            1.8      108.12085     0.12921771      101.68223     0.12151926      123.46702     0.14857988
              2      117.42315     0.13453641      110.38363     0.12640371      134.09035     0.15436592
            2.2      130.09251     0.14137496      122.25339     0.13280657      148.53585     0.16264078
            2.4      145.48643     0.14908926      136.67056     0.13996573      166.10275     0.17100152
            2.6      164.44582     0.15878895      154.42641     0.14839366      187.70774     0.18359419
            2.8      185.90288     0.16723223       174.4479     0.15685076      212.22563     0.19193831
              3      188.52776     0.16871432      176.81227     0.15808185      215.16692     0.19366538
            3.2      92.257575     0.12206064      86.388945     0.11441776      105.12912     0.13998379
            3.4      51.839481    0.093102844      48.451419    0.086949166      59.033007     0.10670151
            3.6      32.541748    0.074525386       30.35109    0.069565138      37.052354    0.085333494
            3.8      21.192832    0.060683941      19.731194    0.056443951      24.131725    0.069554389
              4      14.220778    0.050021705      13.224776    0.046576282      16.188787    0.057336825
            4.2      9.6610775     0.04140997      8.9704337      0.0384431      11.002857    0.047378737
            4.4      6.6045647     0.03439626      6.1281716    0.032333133      7.5176528     0.04004868
            4.6       4.522906    0.028538206      4.1907914    0.026454116      5.1529723    0.032660738
            4.8      3.1288527    0.023863365      2.8943704    0.022057121      3.5677503    0.027361297
              5      3.1288527    0.023863365      2.8943704    0.022057121      3.5677503    0.027361297
