# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      2.9989312    0.022071111      2.8284834    0.020804953      3.4298423    0.025321403
            0.2      8.7532745    0.037843416      8.2645585    0.035892423      9.9957431    0.045526101
            0.4      14.015356    0.047620734      13.211859    0.044844311      16.033009    0.054736443
            0.6      18.394676    0.054484256      17.330993    0.051335235      21.045556    0.062544124
            0.8      22.601803    0.060358253      21.293519    0.057025633      25.862743    0.069960093
              1      26.261453    0.065003128      24.730644    0.061420512      30.059839    0.075060821
            1.2      30.244916    0.069714787      28.467639    0.065580727      34.633737    0.080236352
            1.4      34.275682    0.074138126      32.249833    0.069717335      39.255447    0.085239169
            1.6      39.394415     0.07954378       37.07671    0.075366288      45.096218    0.094250957
            1.8      46.117796    0.085880728       43.37295    0.080684355      52.823886    0.099571149
              2      55.241994    0.093695851      51.967943    0.088018802       63.25899     0.10798651
            2.2      69.208031     0.10443965      65.091984    0.098123131      79.264322      0.1201663
            2.4        91.4801     0.11970279      86.061948     0.11217844      104.71265     0.13889995
            2.6      132.64595     0.14221585      124.75153      0.1336257         151.79     0.16363818
            2.8      222.54253     0.17970862      209.24597      0.1687993      254.41218     0.20679249
              3      430.25214      0.2354981      403.82012     0.22091918       490.5179     0.27041501
            3.2      242.45435      0.1877737      227.48254     0.17594581      276.15432      0.2153405
            3.4      133.32646     0.14376447      125.02004     0.13458987      151.85675     0.16487574
            3.6      79.885787     0.11302898      74.856878     0.10579329      90.982381      0.1296641
            3.8       50.45796    0.091978742      47.272134    0.085088356      57.440038     0.10739321
              4      33.045513     0.07394819      30.950143    0.069081597      37.597801    0.085115112
            4.2      22.212112    0.060848237      20.785126    0.056820867       25.27916    0.069928364
            4.4      15.338371    0.050727625      14.347075    0.047338102      17.459171    0.058225888
            4.6      10.893078    0.042864256      10.188701    0.040189483       12.38996    0.049180592
            4.8      7.8285236    0.036435552      7.3190672    0.034036903      8.9033596    0.041882906
              5      7.8285236    0.036435552      7.3190672    0.034036903      8.9033596    0.041882906
