# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      10.699436    0.041499142      10.082628    0.038863701      12.224425    0.048161483
            0.2      30.776489    0.069855629      28.998994    0.065530084      35.163763    0.080685107
            0.4      47.115997     0.08597968      44.376717    0.080733164      53.848058    0.099121522
            0.6      60.232257    0.096896753       56.71494    0.091032177      68.836237     0.11154341
            0.8      70.265496     0.10563561       66.19624    0.098478386      80.243429     0.12310648
              1      78.609295     0.11043564      74.006696     0.10379356      89.799301     0.12698689
            1.2      85.458761     0.11508798       80.44198     0.10818504      97.610091     0.13223212
            1.4      92.405333     0.11967541      86.976433     0.11254982      105.52171      0.1382181
            1.6      99.429589     0.12404046      93.535531     0.11658083      113.55897     0.14241795
            1.8      107.70781     0.12897312      101.28868     0.12119688      122.99726     0.14795397
              2      117.69551     0.13470208      110.63949     0.12650126      134.40329     0.15470366
            2.2      130.61736     0.14194731      122.78315     0.13307664      149.10842     0.16438364
            2.4      145.97643     0.14936736       137.1355      0.1402764      166.65143     0.17174103
            2.6      164.95653     0.15820659      154.88389     0.14847271      188.32116     0.18207221
            2.8      186.43068     0.16742739      174.97738     0.15716922      212.78441     0.19232392
              3      188.94586     0.16892271      177.23921     0.15871609       215.6046     0.19523018
            3.2      92.649517     0.12227276       86.76364     0.11444562      105.57802     0.14013649
            3.4      52.264812    0.093438622      48.835893    0.087352379      59.527751     0.10704759
            3.6      32.530257    0.074524991      30.339027    0.069507578      37.042929    0.085349645
            3.8      21.244024    0.060706873      19.786878    0.056513013      24.185916     0.06953414
              4      14.200387    0.049990503      13.203687    0.046458404      16.170106    0.057212838
            4.2       9.621583    0.041352641      8.9358432    0.038414083      10.956405    0.047418928
            4.4      6.5597935    0.034352761      6.0835496    0.031846966      7.4712037     0.03937672
            4.6      4.5433502    0.028654087      4.2052924    0.026502621      5.1816913    0.032822126
            4.8      3.1529772    0.023931982      2.9184166    0.022131151       3.592957    0.027453705
              5      3.1529772    0.023931982      2.9184166    0.022131151       3.592957    0.027453705
