# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.0705266    0.031296121      5.7340526    0.029543869      6.9396996    0.035890997
            0.2      17.270596    0.052779383      16.306165     0.04993717      19.745202    0.062087291
            0.4      25.933792    0.064614009      24.480829    0.061641431       29.64591    0.077491979
            0.6      32.386682    0.071973914      30.522317    0.067784939      37.052127     0.08263919
            0.8      36.500892     0.07644267       34.38339    0.071988536      41.743455     0.08787901
              1      39.349728     0.07953825      37.052536    0.075140318      44.998891    0.093050746
            1.2      41.778054    0.081876723      39.295597    0.076895137      47.814587    0.094264072
            1.4      44.830028    0.084722582      42.162777    0.079615794      51.307544    0.097483294
            1.6      49.444307    0.088894155      46.477873    0.083465631      56.612254     0.10230638
            1.8       56.98956    0.095233754      53.586873    0.089424379      65.239943     0.10960679
              2      68.260936     0.10383177       64.19566    0.097531495      78.134661     0.11951686
            2.2      86.633672     0.11637147      81.486657     0.10933839      99.135518     0.13388856
            2.4      118.20904     0.13511858      111.22799     0.12668335      135.19659     0.15669288
            2.6      177.50451     0.16240677      166.96003     0.15255672      202.96388     0.18684482
            2.8      310.68117     0.20672437      292.11102     0.19415722      354.86994     0.23808499
              3      579.65885     0.26003972      543.76385      0.2433926      660.01694     0.29907664
            3.2      134.51075     0.14588475      125.56832     0.13602771      152.99653     0.16721685
            3.4      26.686767    0.067525389      24.765893    0.062623864      30.380247    0.077667943
            3.6      6.3250341    0.033292237       5.832327     0.03067777      7.2191017    0.038174875
            3.8      1.5940858    0.016792843      1.4647597    0.015418721      1.8196021    0.019304941
              4     0.41153168    0.008554545     0.37734716   0.0078362413     0.46924796   0.0098098459
            4.2     0.10201129   0.0042627892    0.093036658   0.0038821241     0.11676504   0.0049079808
            4.4    0.030751645   0.0023656493    0.028086408   0.0021643024    0.035042452   0.0026934621
            4.6    0.010244952   0.0013664997   0.0092542149   0.0012361781     0.01177239    0.001570699
            4.8   0.0024097938    0.000671284     0.00218825  0.00061066019   0.0027476579  0.00076459373
              5   0.0024097938    0.000671284     0.00218825  0.00061066019   0.0027476579  0.00076459373
