#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      16.420612    0.051283704      15.487187    0.048240488      18.753268    0.059185671
            0.2      46.063868    0.085207567      43.425205     0.08020333      52.620286    0.099065639
            0.4      68.072984     0.10310899      64.172689     0.09739209      77.736093     0.12147381
            0.6      82.390724     0.11286788      77.615023     0.10612087      94.119044     0.13006493
            0.8       90.95119     0.11844572       85.64129     0.11135629      103.88439      0.1360842
              1      95.435287     0.12136823      89.837136     0.11410285      108.98055     0.13946785
            1.2      99.222976     0.12420993      93.376956     0.11641629      113.28084     0.14373754
            1.4      102.41669     0.12593064      96.334739     0.11834355      116.91948     0.14451929
            1.6      106.70923     0.12862538      100.32915     0.12087556      121.80253     0.14772773
            1.8      112.88066     0.13223398       106.0883     0.12427902       128.8454     0.15196257
              2      121.22275      0.1369533      113.86846     0.12853156      138.39757     0.15708874
            2.2      132.59378     0.14302711      124.55468     0.13443353      151.31504     0.16487227
            2.4      147.80495     0.15060364      138.76798     0.14130372      168.71077       0.172874
            2.6      166.33808     0.15988705      156.10371      0.1493713      189.84986     0.18446708
            2.8      187.12663     0.16806219      175.51259     0.15755806       213.6027     0.19284947
              3      182.91988     0.16681224      171.45955     0.15622522      208.73258     0.19147504
            3.2      61.132424     0.10097198      57.038496    0.094330241      69.629056     0.11576305
            3.4      23.202293     0.06374004      21.516544    0.058995503      26.417693    0.073309894
            3.6      10.018783    0.042543335      9.2401162    0.039273003       11.41336    0.049076822
            3.8      4.5314481    0.028980219      4.1515863    0.026489444      5.1768224    0.033504182
              4      2.0306107     0.01966169      1.8488539    0.017860771      2.3260633    0.022746831
            4.2     0.93256149    0.013457467     0.84136084    0.012129539      1.0759187    0.015641506
            4.4     0.42408833   0.0091769683     0.38161267     0.00823489     0.48911758    0.010728189
            4.6     0.19480543   0.0062151926     0.17357979   0.0055227444     0.22683033   0.0073028446
            4.8     0.08343093   0.0040531852    0.074046136   0.0035899512    0.097232386   0.0047629087
              5     0.08343093   0.0040531852    0.074046136   0.0035899512    0.097232386   0.0047629087
