#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0012451842  0.00050254365   0.0010994956  0.00044582604   0.0014842368  0.00058457623
           -3.8    0.014281789    0.001650444    0.012815316   0.0015034095    0.016622473    0.001893793
           -3.6    0.084432184   0.0038140072    0.075506531   0.0034078949    0.098861259   0.0044961366
           -3.4     0.34871493   0.0078226769     0.31178568   0.0070210417     0.40908148   0.0092262357
           -3.2      1.0116336    0.013289254     0.91135467    0.011968726       1.179216    0.015588649
             -3      2.4977642    0.020789527       2.266549    0.018904869      2.8986859    0.024311116
           -2.8      5.2701962    0.030154922       4.817936    0.027570231      6.0792687    0.035034164
           -2.6      9.6122782    0.040608402      8.8441238    0.037386691      11.044848    0.047099948
           -2.4      15.919151    0.052004703      14.719986    0.048085705      18.238916    0.060004178
           -2.2      24.361578      0.0639829      22.624148    0.059503887      27.855337    0.073695421
             -2      34.478742     0.07571212      32.127811    0.070528443      39.374141    0.087005951
           -1.8      46.298111    0.087204481      43.264179    0.081454463      52.822768     0.10006552
           -1.6       59.01628    0.097819178       55.25949    0.091529405      67.332711     0.11220081
           -1.4      72.264276     0.10761897      67.822574     0.10105892      82.394245     0.12380947
           -1.2        85.4482     0.11632654      80.290494     0.10922181      97.461522     0.13349769
             -1      97.659665     0.12366629      91.876383     0.11632065      111.39799     0.14190906
           -0.8      108.55916     0.12985221      102.20756     0.12223503       123.8625     0.14928816
           -0.6      117.49751     0.13450983      110.68897     0.12655659      134.07965     0.15435012
           -0.4      123.70251      0.1376194      116.56193     0.12951666      141.21693     0.15789887
           -0.2      126.56362       0.139085      119.28769     0.13088537      144.47573     0.15981393
              0      126.29482     0.13896544      119.03358     0.13073525      144.16529     0.15972565
            0.2      123.46731      0.1378486      116.37321     0.12943994      140.90689      0.1592709
            0.4      117.34932     0.13453506      110.54703     0.12706269      133.91617     0.15669673
            0.6      108.73568     0.12990441      102.38359     0.12215042       124.0534     0.14939772
            0.8      97.890855     0.12374935      92.086153     0.11629676      111.66791      0.1419446
              1      85.435499     0.11622264       80.27919     0.10908286      97.449814     0.13327222
            1.2      72.318685     0.10757364      67.837399      0.1008133      82.507902     0.12334863
            1.4      59.174866    0.097869461      55.415804    0.091597177      67.506906     0.11225356
            1.6      46.222794    0.087111538      43.193639    0.081375314      52.742689     0.10017915
            1.8      34.508546    0.075839593      32.157789    0.070646128       39.40585    0.088044263
              2      24.394559    0.063995806       22.64279    0.059383618      27.908805    0.073660403
            2.2      15.875536    0.054099483      14.681559    0.048447517       18.19226    0.065303786
            2.4      9.6444927    0.040622772       8.863758    0.037338118      11.093719    0.046984436
            2.6      5.2542112     0.03023819      4.8057794    0.027599122       6.057764    0.035354539
            2.8      2.5421123    0.021041698       2.307741    0.019103649      2.9475066     0.02451964
              3        1.04992    0.013552241     0.94379433    0.012174725      1.2264116    0.015934353
            3.2      0.3199995   0.0074673897     0.28618434   0.0066954204     0.37564084   0.0087860236
            3.4    0.075891645   0.0036461346    0.067302144   0.0032283232    0.089231303   0.0043214008
            3.6    0.010326017   0.0013404121   0.0091714123   0.0012008809    0.012138658   0.0015614874
            3.8   0.0020711623  0.00062529103   0.0018396097   0.0005564684   0.0024347632  0.00072544772
              4   0.0020711623  0.00062529103   0.0018396097   0.0005564684   0.0024347632  0.00072544772
