#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       17.42562    0.070649958      14.608199    0.054434329      20.472524     0.10842832
            0.2      48.557668     0.11787582      40.722254    0.090297665      57.050376     0.17956852
            0.4      71.721453     0.14298822      60.254106     0.11083468       83.95917     0.22278614
            0.6      86.797989     0.15805772      72.959406      0.1223225      101.70235     0.24797457
            0.8      95.655654     0.16580036      80.439046     0.12749465      112.04466     0.25717128
              1      100.87057     0.17051866      84.849879     0.13237357      118.13748     0.26871778
            1.2      104.33499     0.17371826      87.843202     0.13365041      122.11429     0.27129912
            1.4      108.17699     0.17725765      91.083609     0.14031738      126.73011     0.28906559
            1.6      112.63912     0.18191219      94.852464     0.14087157      131.98977     0.29013446
            1.8      118.88362     0.18702721      100.16967      0.1433348      139.30065     0.29397352
              2      128.05514     0.19528686      107.98431     0.14970811      149.98219      0.3095703
            2.2       140.3906     0.20473771      118.42959     0.15607547      164.48133     0.32428788
            2.4      156.49895     0.21767255      132.13732     0.16500715      183.31712      0.3454115
            2.6      175.96081     0.23134744      148.70223     0.17651965      205.90115     0.37149122
            2.8      197.69212     0.24681097      167.20057     0.18707908      231.16169      0.3984736
              3      192.88289     0.24472595      163.21981     0.18649694      225.19858     0.40604656
            3.2      64.978218     0.14423834      54.512663     0.10907286      76.574752     0.23558895
            3.4      25.295569    0.090146204      20.959057    0.067115914      30.245468     0.14675652
            3.6      11.387044    0.059898135      9.2738201    0.043811023      13.957906    0.096556345
            3.8      5.2709938    0.041276571       4.255548    0.029960889      6.5212872    0.068345698
              4      2.5286169    0.028215056      2.0302271    0.020595958       3.138288     0.04731366
            4.2      1.1694604    0.019162964     0.92860433    0.014031325      1.4661385    0.033383202
            4.4     0.56753437    0.013235721     0.44642433   0.0095298515     0.72299239    0.022431813
            4.6     0.25513823   0.0088921208     0.19601757   0.0061806922     0.33910467    0.014762661
            4.8     0.11446136   0.0058530926    0.087552563   0.0040820543     0.15162653   0.0097544716
              5     0.11446136   0.0058530926    0.087552563   0.0040820543     0.15162653   0.0097544716
