#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      5.5183118    0.041472146      4.5179336    0.030598858      6.7114801    0.065761503
           -3.8      6.9341697    0.046105931      5.7069028    0.034705629      8.3471078    0.073710688
           -3.6      8.5372412    0.051779507      7.0543397    0.039307437      10.212238    0.085245323
           -3.4       10.68086    0.057066246      8.8411974    0.042706662      12.765046    0.089979159
           -3.2      13.059767     0.06360337      10.862686    0.047640576      15.463839      0.1001451
             -3      16.257155    0.070631971      13.506518    0.052906328      19.329501     0.11080377
           -2.8      19.943571    0.077938976      16.620539    0.058744896      23.620103     0.12232907
           -2.6      24.316436    0.086464704      20.332693     0.06536233      28.644086     0.13631173
           -2.4      29.607213     0.09523088      24.836379    0.073114037      34.745617     0.15225527
           -2.2       35.80148     0.10460174      30.055759    0.079885002      42.008413     0.16623391
             -2      42.764864     0.11409064      35.949191    0.087096479       50.11321     0.18017775
           -1.8      50.317036     0.12456685      42.433105    0.096869152      58.725917     0.20296196
           -1.6      59.189834     0.13401205      49.899346     0.10212937      69.278056     0.20953635
           -1.4      67.978749     0.14339455      57.379644     0.10936323      79.428932     0.22410122
           -1.2      77.606115     0.15287138      65.581576     0.11776291      90.659102     0.24181927
             -1      86.334204      0.1613727      72.967231     0.12278731      100.89074     0.25212776
           -0.8      94.820846     0.16912227      80.097391     0.13037251      111.04828      0.2705514
           -0.6      101.03358      0.1740042      85.506569     0.13389982      117.94561      0.2759734
           -0.4      106.07664     0.17767368      89.813768     0.13993832      123.82549     0.29073681
           -0.2      108.58455      0.1797692      91.932639     0.13816632      126.73684     0.28607588
              0      108.74692     0.17980205       91.99955     0.13784694      127.11114     0.28654462
            0.2      105.84096     0.17763418       89.59894     0.13620371      123.60984     0.27843042
            0.4      100.76225     0.17387753         85.298     0.13414588      117.59339     0.27644761
            0.6      94.482239     0.16860147      79.860953     0.12886595      110.51251     0.26436568
            0.8      85.925463     0.16106553      72.684825     0.12434865      100.19896     0.25711636
              1      77.289273     0.15285328      65.347044     0.11686896      90.162948     0.24007181
            1.2      68.270906     0.14402248      57.677111     0.11040076      79.591651     0.22878363
            1.4      59.166282     0.13619161      49.851249      0.1038067      69.279851     0.21890942
            1.6      50.362055     0.12402525      42.430548    0.097053613      58.865371     0.20292453
            1.8      42.533687      0.1140288      35.770785    0.087493274       49.82721     0.18192389
              2      35.566429     0.10461402      29.887396    0.079503201      41.643089     0.16459612
            2.2        29.6186     0.09522507      24.797351    0.072284427      34.882421     0.15022305
            2.4      24.378353    0.086415485      20.381204    0.066126007      28.754307     0.13810207
            2.6      19.935649       0.078417      16.665083     0.05962916      23.476445     0.12539119
            2.8      16.149915    0.070519337       13.47774    0.053195443      19.055115     0.11130989
              3      13.211996    0.063904372      10.956229    0.048240652      15.760213     0.10225756
            3.2      10.622798    0.057263031      8.8004797    0.042883546      12.655364    0.091067174
            3.4      8.5216388    0.051235706      7.0390939    0.038235713      10.204434    0.081288153
            3.6      6.8415181    0.046176776      5.6381349    0.034199406      8.1960493    0.073459762
            3.8      5.4475703    0.041046041      4.4849422    0.031627493      6.5363701    0.068671283
              4      5.4475703    0.041046041      4.4849422    0.031627493      6.5363701    0.068671283
