#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1331413   0.0062662868     0.10150178   0.0043826403     0.17789983    0.010361127
           -3.8     0.24605683   0.0085646718     0.19097702   0.0060406539     0.31799989     0.01401802
           -3.6     0.44239934      0.0114202     0.34994675   0.0083704759     0.55754385    0.019020056
           -3.4     0.73544248    0.014875152     0.58181554    0.010657482     0.93074997    0.024124347
           -3.2      1.2588033     0.01946703     0.99950944    0.014037225      1.5894063    0.031446309
             -3      2.0574521    0.024797856      1.6499106    0.018189206      2.5579824    0.040106277
           -2.8      3.2368346    0.031474248      2.6154605    0.022962076      3.9923982    0.050185142
           -2.6      5.1305018    0.039617199      4.1782733    0.029241441      6.2655738    0.063761942
           -2.4      7.8919467    0.049191473      6.4701806    0.036389063      9.5451475    0.078201779
           -2.2      11.841646    0.060420699      9.7731717    0.045070035      14.199974    0.096155979
             -2      17.529231    0.073335011      14.576089    0.056419654      20.824233     0.12095785
           -1.8       25.75135    0.088820832       21.49852    0.067229745      30.482418     0.14073645
           -1.6       36.94615     0.10636565      30.945655    0.081090767      43.569235     0.16956314
           -1.4      52.308132     0.12656735      43.966975    0.098928525       61.46552     0.20870722
           -1.2        71.9224     0.14782668      60.614467     0.11243739      84.179811     0.23246351
             -1      96.543154     0.17108267        81.4406     0.13050151      112.90706     0.27227246
           -0.8      124.88045     0.19322219      105.39241     0.14716688      146.09881     0.30315669
           -0.6      153.83994     0.21344518      129.89501     0.16247953      179.89319     0.33732253
           -0.4      178.34974     0.22854247      150.68573     0.17974993      208.36175     0.37471801
           -0.2      192.96894      0.2374974      163.07207     0.18237328      225.44239     0.37763781
              0      192.94236     0.23819748        162.958     0.18189601      225.66114     0.37784742
            0.2      178.70786      0.2289286      150.83495      0.1742619      209.13662     0.35920909
            0.4      153.25796     0.21354426      129.61171     0.16558821      178.66649     0.34547649
            0.6      124.75143     0.19336341       105.5057      0.1498927      145.40314     0.31565972
            0.8      96.961317     0.17221574      81.791817     0.13086076      113.48105     0.27266368
              1      72.026229     0.14812506      60.684749     0.11330704      84.379194     0.23542695
            1.2      52.112903     0.12649127      43.792909     0.09604154      61.230187     0.19998164
            1.4      36.728426     0.10637475      30.771197      0.0805621      43.279233     0.16813303
            1.6      25.694354    0.089193988      21.429317    0.066940814      30.449369     0.14043968
            1.8      17.650559    0.073700857      14.648413    0.055344366       21.05414     0.11797856
              2      11.969401    0.060744447      9.8744056    0.045395754      14.368187    0.097361333
            2.2      7.8940257    0.049400643       6.463161    0.036505846      9.5883712    0.078855298
            2.4      5.0573332    0.039740929      4.1232344    0.029361553       6.160465    0.064511091
            2.6      3.2913924    0.031703307      2.6512238    0.023204426      4.0748515    0.051279388
            2.8      2.0082895    0.024885029      1.6115752    0.017995372      2.4891677    0.040126959
              3      1.2589211    0.019421202      1.0018359    0.014170779       1.580701    0.031978033
            3.2     0.74138053    0.015155664     0.58500655    0.010759721     0.94148765    0.024815758
            3.4     0.44045946    0.011513897     0.34668053    0.008224118     0.55989789    0.019068643
            3.6     0.25076599   0.0086684116     0.19287299   0.0060900022     0.32944474    0.014089288
            3.8     0.13329202   0.0063224724     0.10323522   0.0044266208     0.17388082    0.010656223
              4     0.13329202   0.0063224724     0.10323522   0.0044266208     0.17388082    0.010656223
