# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.1073868    0.031020023      2.5713439    0.023506375      3.7271653    0.049940096
           -3.8       4.034259    0.035351079      3.3478621    0.026685094      4.8252983    0.056397906
           -3.6      5.2986854    0.040373868      4.4137169    0.030579381      6.2768594    0.064380694
           -3.4      6.8695064    0.045859179      5.7017711     0.03443269      8.2216688    0.072224025
           -3.2      8.8430061    0.052051554      7.3879847    0.040718861      10.439068    0.086090605
             -3      11.415139    0.059255981       9.539575    0.045073681      13.501387    0.094731668
           -2.8      14.632097    0.067126935      12.267191    0.052898769       17.21049     0.11285805
           -2.6      18.502795    0.075228955       15.46929    0.056763235       21.91561     0.11707149
           -2.4      23.370684    0.084595329      19.581348    0.064413806      27.580123     0.13327159
           -2.2      29.362416    0.094711593      24.653594    0.072630899      34.536693     0.15633299
             -2      36.255636     0.10539853      30.491813    0.079971771      42.568221      0.1648977
           -1.8      44.717819     0.11670179       37.64071    0.089470012      52.480816      0.1856735
           -1.6      54.994759     0.12944194      46.301414      0.1004827      64.550966     0.20944591
           -1.4      66.074105     0.14170998      55.704202     0.10871804      77.367714     0.22460671
           -1.2      78.464805     0.15390492       66.22057     0.12075477       91.72622     0.25193601
             -1      91.656963     0.16675034      77.373723     0.12845072       107.1605     0.26733357
           -0.8      104.67728     0.17695601      88.354538     0.13513853      122.39869     0.27849114
           -0.6      116.35978      0.1864533      98.264517     0.14379642      135.90812     0.29810532
           -0.4      125.50363     0.19310478      105.97248     0.14817475      146.64891     0.30647884
           -0.2      130.35763     0.19799619      109.97268     0.15062265      152.53371      0.3169089
              0      130.83427     0.19681197      110.45056     0.15160658      152.96965     0.31327724
            0.2      125.44859     0.19342391      105.89834     0.14828746       146.7165     0.30696392
            0.4       116.3307      0.1863382      98.187303     0.14208014      136.05062     0.29231946
            0.6       104.9481      0.1771587      88.579351      0.1353046      122.75873     0.27882802
            0.8      91.665219     0.16697176      77.362595     0.12865709      107.19787     0.26868426
              1      78.298465     0.15420569      66.025441     0.11708134      91.659063     0.24106013
            1.2      66.026135     0.14146648      55.727805     0.10950153      77.150239     0.22740213
            1.4      54.695153     0.12904088      46.094518    0.098386515      64.096397     0.20262139
            1.6      45.003864     0.11698809       37.93404    0.091821804      52.686079     0.19190131
            1.8      36.500087     0.10571072      30.630441    0.080255033       43.06974     0.16634483
              2      29.409715    0.094745623      24.684548     0.07242198      34.623802      0.1501597
            2.2      23.266916    0.084806297      19.533569    0.064363417      27.356159     0.13345213
            2.4      18.557421     0.07545808      15.522581    0.056981323      21.941802     0.11840084
            2.6      14.703018    0.067255185      12.287518    0.051146322      17.402864     0.10703617
            2.8      11.545141    0.059404263      9.5993559     0.04481174      13.799962    0.093322377
              3      8.8994174    0.052151206      7.3968168    0.039668484      10.644167    0.083031659
            3.2      6.8894526    0.046097328      5.7313399    0.034983804      8.1967791    0.074112801
            3.4      5.4064453    0.040718684      4.4760412    0.030525799      6.5032938    0.064738767
            3.6      4.1120795    0.035424308      3.4001831    0.026524555      4.9381987    0.055754589
            3.8      3.1118156    0.031752422      2.5788827    0.023749753      3.7249049     0.05169546
              4      3.1118156    0.031752422      2.5788827    0.023749753      3.7249049     0.05169546
