# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      95.547301     0.16478168      80.068262     0.12675744      112.33814     0.25562528
            0.2      94.593135     0.16419542      79.369886     0.12645293      110.95002     0.25518712
            0.4      93.890156     0.16365935      78.788318     0.12652937      110.17789     0.25583745
            0.6      92.854017     0.16381014      77.966453     0.12597544      108.93171     0.25587558
            0.8      93.214884     0.16419015       78.30964     0.12636346      109.34606     0.25670936
              1      94.727495      0.1657356      79.627775     0.12915678       111.1051      0.2640141
            1.2       97.45561     0.16841101      81.899085     0.12901958      114.48018     0.26304388
            1.4      101.71504     0.17283429      85.636763     0.13716083      119.16609     0.28469362
            1.6      108.39533     0.17927455      91.200873     0.13732714      127.28363     0.28272274
            1.8      117.37362     0.18645179      98.904326     0.14235928      137.61672     0.29299535
              2      128.60568     0.19636337      108.45859      0.1503615      150.62082      0.3122483
            2.2      143.75719     0.20888507      121.25603     0.15896083      168.53273     0.33406199
            2.4      162.44355     0.22218526      137.14402      0.1691437      190.30181     0.35628103
            2.6      184.12387       0.237282      155.52561     0.17969729      215.62004     0.38003529
            2.8      205.59847     0.25291751      173.78585     0.19137449      240.61517     0.41262869
              3      153.90606      0.2203536      130.27237     0.16800154      179.69487     0.36638992
            3.2      153.90606      0.2203536      130.27237     0.16800154      179.69487     0.36638992
