#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.1052178    0.030822091      2.5780833    0.023202302      3.7150645    0.048933923
           -3.8      4.0774847    0.035349276      3.3757381     0.02651084      4.8929308    0.055551953
           -3.6      5.3101943    0.040388598      4.4170183    0.030446123      6.3164955    0.064282339
           -3.4      6.8880067    0.045953579       5.742296    0.034683123      8.1736288    0.072786841
           -3.2      8.8822536    0.052258621      7.3907793     0.03953568      10.590572    0.083204349
             -3      11.339258    0.059004891      9.4849933    0.044561404      13.379007    0.092761431
           -2.8      14.749543    0.066930237      12.338661    0.054750239      17.435497     0.11708872
           -2.6       18.57303    0.075330977      15.525886    0.057243377      22.006249     0.11950723
           -2.4      23.402398    0.084467033      19.627486    0.064136808      27.581395     0.13219426
           -2.2      29.136074    0.094359046      24.452611    0.072302452      34.274472     0.15628488
             -2      36.406904     0.10547947       30.63013    0.081581843      42.738902     0.17021025
           -1.8      44.987332      0.1167194      37.842517    0.088799927      52.870801     0.18235548
           -1.6      54.904666      0.1292989      46.275732      0.0992189       64.29815     0.20510877
           -1.4      66.183343     0.14153616      55.842557     0.11257403       77.39064     0.23617295
           -1.2      78.812322     0.15434068       66.42964     0.11844041      92.371836     0.24540905
             -1       91.61545     0.16609348      77.310727     0.12672239      107.11968     0.26105137
           -0.8      104.52053     0.17681679      88.209394     0.13492027      122.21809     0.27763231
           -0.6      116.31714     0.18642123       98.20285     0.14318327      135.94839     0.29596249
           -0.4      125.42423     0.19377136      105.92079     0.14915818      146.53409     0.30917739
           -0.2      130.20437     0.19684612       109.8921     0.15092643      152.25502     0.31585163
              0      130.42982     0.19695815      110.15326     0.15107472      152.36421     0.31218926
            0.2      125.47036     0.19409722      105.85107      0.1492874      146.92863     0.31141463
            0.4      116.39188     0.18635492      98.230348      0.1421878      136.11107     0.29343109
            0.6      104.71009     0.17740505       88.43771     0.13718264      122.31345     0.28540629
            0.8      91.801926     0.16600528      77.491055     0.12772079      107.34521      0.2640426
              1      78.437005     0.15401243      66.186252     0.11801009      91.720826     0.24343654
            1.2      66.185248     0.14343986      55.847494     0.10894254      77.360912     0.22810055
            1.4      54.907516      0.1292042      46.238182    0.098976796      64.408329     0.20462815
            1.6      44.928073     0.11707028      37.843631    0.090008611      52.692319     0.18695348
            1.8      36.409203     0.10565931        30.6189    0.080325712       42.75292     0.16614908
              2       29.13292    0.094629535      24.435398      0.0716624      34.363501     0.14909855
            2.2      23.427355    0.084688611      19.616979    0.063996148      27.668046     0.13274294
            2.4      18.523802    0.075515471       15.48071    0.057024147      21.971338     0.11863418
            2.6      14.611747    0.066943488      12.207635    0.050903118      17.306316     0.10595074
            2.8      11.588319    0.059477415      9.6505206    0.044964223      13.795024    0.093953908
              3      8.9530842    0.052475972      7.4603996     0.03941956      10.637774    0.082653297
            3.2      6.8987265    0.046041913      5.7371467    0.034725736      8.2235197    0.072838408
            3.4      5.2548088    0.040526459      4.3539687     0.03013364      6.2871959    0.063500559
            3.6      4.0709224    0.035482713      3.3808785    0.026599732      4.8552816    0.056527667
            3.8      3.0979778    0.030931523      2.5624913    0.023087953      3.7169789    0.048797328
              4      3.0979778    0.030931523      2.5624913    0.023087953      3.7169789    0.048797328
