# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11.213945    0.056897238       9.391528    0.043430183      13.159216    0.086925857
            0.2       32.29149    0.096401393      27.072345    0.073904928      37.868998     0.14751241
            0.4      49.607894     0.11929334      41.594562    0.091469562      58.209519     0.18343883
            0.6      63.393932     0.13509357      53.253393     0.10699941      74.229036     0.21822824
            0.8      74.231369     0.14601668      62.288111     0.11217721      87.215565      0.2252613
              1      82.872159     0.15565897      69.645239     0.11964107      97.111443     0.24388677
            1.2      90.325257     0.16336588      75.895969     0.12418079      106.02874     0.25418976
            1.4      97.330613     0.16831606      81.953802      0.1303824      113.93372     0.26557387
            1.6       104.8129     0.17488308      88.223514     0.13407983       122.9136     0.27276802
            1.8      113.90758      0.1827666      95.928396     0.13993169      133.55536     0.28580269
              2      124.50222     0.19178321      104.96017     0.14701029      145.82266     0.30345065
            2.2      137.35997     0.20208401      115.98882     0.15577017      160.63485     0.32289692
            2.4      153.83878     0.21490698      129.96723     0.16422864       179.9012     0.34188628
            2.6      174.18211     0.22892467      147.39779     0.17842892      203.29326     0.37645862
            2.8       196.9775     0.24497897      166.55456     0.18556063      230.43191     0.39318128
              3      199.18085      0.2472782      168.51503     0.18760544      232.66718     0.40219523
            3.2      97.635979     0.17469561      82.301806     0.13288568       114.5032     0.28302717
            3.4      55.646718     0.13199734      46.696572     0.10049246      65.615772     0.21266794
            3.6      35.028381     0.10475651        29.3241    0.078812985      41.335574     0.17184795
            3.8      23.153919    0.084844325      19.319615    0.067097504      27.466774     0.14482719
              4      15.635755    0.070039916      13.005317    0.052568884      18.649211     0.11213751
            4.2      10.744313    0.057734181      8.8895706     0.04309753      12.901736    0.091622122
            4.4      7.3216925    0.048106916      6.0445279    0.035655789      8.8106624    0.076255269
            4.6       5.097702    0.039903047      4.2138723    0.030080952      6.1151244    0.064505335
            4.8      3.6260893    0.033347904      2.9790406    0.024759381       4.412716    0.052978226
              5      3.6260893    0.033347904      2.9790406    0.024759381       4.412716    0.052978226
