#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.195602    0.070352674      14.419425    0.053977644      20.205429     0.10712413
            0.2      48.142373     0.11756807      40.380352     0.08999379      56.511555     0.18036189
            0.4      71.377714     0.14303996      59.953087     0.11121316       83.64841     0.22407886
            0.6      86.353631     0.15776835      72.606358     0.12216372      101.08968     0.24739605
            0.8      95.574589      0.1659085      80.338461     0.12812728      112.07108     0.26067735
              1      100.33041     0.17267027      84.410951     0.13290801      117.49982     0.27460514
            1.2      104.13069     0.17392095      87.568714     0.13290333      122.16454     0.26944885
            1.4        107.642     0.17718633      90.659538      0.1368221      126.01492      0.2791813
            1.6      112.18527      0.1814087      94.349329     0.13811012      131.82849     0.28112472
            1.8      119.28013       0.187309      100.52403      0.1444618      139.72618     0.29713606
              2      128.45021     0.19503125       108.2813     0.14884328      150.51317     0.30609855
            2.2      140.54072     0.20471525      118.60594      0.1585917      164.55477     0.33049532
            2.4      156.68544     0.21720539      132.40726     0.16611291      183.17524      0.3472913
            2.6       176.6328     0.23111571      149.27595     0.17749316      206.68319     0.37471887
            2.8      198.08092     0.24640698      167.59379     0.18723635      231.39343     0.39870012
              3       193.7513     0.24475475      163.91728      0.1858068      226.25562     0.40275402
            3.2      65.138203     0.14429511      54.638168     0.11055274      76.777952     0.23938831
            3.4      25.334089    0.090053691      20.984469    0.066763708      30.295048      0.1451714
            3.6      11.372511    0.060164788      9.3106981    0.044526393      13.821746     0.09857475
            3.8       5.278916    0.041051454      4.2577359    0.029673163      6.5399695    0.067008346
              4      2.5257813    0.028202442      2.0109255    0.020244243      3.1852535    0.046504655
            4.2      1.1866389    0.019337105     0.93632434    0.013769531      1.5098828    0.031909156
            4.4     0.54814359    0.013115189     0.42740897   0.0092078561     0.70911398    0.021608973
            4.6     0.25007584    0.008829891     0.19560046   0.0062350962     0.31924168    0.014867432
            4.8     0.11949745   0.0062440229    0.089711806   0.0041904717     0.16318666    0.011394928
              5     0.11949745   0.0062440229    0.089711806   0.0041904717     0.16318666    0.011394928
