#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3953587    0.033902359      2.8665679    0.025437234      3.9641214    0.054669238
           -3.8      5.0086279    0.041037658      4.2201906    0.030724953      5.8710059    0.066440518
           -3.6      7.1441238    0.048948786      6.0294235    0.037005777      8.3611673    0.080315938
           -3.4      10.109917    0.057672456      8.5179672    0.044340531      11.866669    0.094967193
           -3.2      14.100112    0.068279763      11.848913    0.050854788      16.591808     0.11930121
             -3      19.162879    0.078733419      16.130567    0.062118253      22.530353     0.13455579
           -2.8      25.135665     0.08977877      21.142095     0.06787496      29.594436     0.14417043
           -2.6      32.290288     0.10259746      27.185716    0.077073828      37.905756     0.16679409
           -2.4      40.139988     0.11258974      33.811665    0.085107975      47.115032     0.17972861
           -2.2      48.872955     0.12230666      41.182019    0.093854442      57.313742     0.19531139
             -2      57.358331     0.13178537      48.315528     0.10094027      67.322686     0.20901054
           -1.8      65.008896     0.13984026      54.777666     0.10725906      76.220873     0.22018118
           -1.6      72.004572     0.14653045      60.724546     0.11238297      84.325322     0.22974034
           -1.4      76.990965     0.15113607      64.936415     0.11559141      90.062447     0.23794469
           -1.2      81.234377     0.15428129      68.451715     0.11974125      95.221625     0.24346305
             -1      83.449145     0.15584136      70.305506     0.12073918      97.759825     0.24441368
           -0.8      84.111781      0.1563836      70.891812     0.12091621      98.448199     0.24456357
           -0.6       84.17382     0.15607774      70.878665     0.12029788      98.678094     0.24301329
           -0.4      83.616578     0.15569171      70.459082     0.12044768      97.849807      0.2443053
           -0.2      83.450809     0.15533178      70.317782     0.12001475      97.627961     0.24210598
              0      82.961201     0.15513079      69.906307     0.11979607      97.056338     0.24185474
            0.2       83.74761     0.15600828      70.519249     0.11975432      98.119972     0.24160892
            0.4      84.096979     0.15668208      70.887056     0.12008871      98.356145     0.24254303
            0.6      83.901564     0.15692289      70.732401     0.12102163      98.137802     0.24652541
            0.8      83.162039     0.15838142      70.072004     0.12227726      97.414046     0.25335408
              1      81.336644     0.15559548      68.509687     0.12004329      95.354771     0.24741919
            1.2      77.467384     0.15286436      65.298232     0.11812592       90.74316       0.245379
            1.4      72.218271     0.14813665      60.792757     0.11346513      84.819492     0.23638296
            1.6      65.226264      0.1419558      54.931054     0.10788875      76.522551     0.22514657
            1.8      57.241319     0.13422577       48.22728     0.10306861      67.153873     0.21913909
              2      48.814651     0.12464408      41.096593    0.094136703      57.327189     0.19928694
            2.2        40.2557      0.1144691      33.908515    0.086250061      47.306265     0.18512641
            2.4      32.413979     0.10390446      27.293551    0.078042324      38.076404     0.16990885
            2.6      24.980945    0.091552242      21.081519    0.068761549      29.193083     0.14968631
            2.8      18.866705    0.080531656      15.904002    0.065573131      22.130688     0.14722057
              3      14.061954    0.069478765      11.843664    0.052380015      16.498485     0.11573522
            3.2      10.144643    0.059307781       8.533535    0.043944051       11.92805    0.097869642
            3.4      7.2623104    0.050486315      6.1018994    0.037309222      8.5793461    0.082987136
            3.6      5.0968086    0.043163353      4.2682614    0.031735386      6.0488201    0.072595181
            3.8      3.5098353    0.035324377      2.9508046    0.026071524      4.1354163    0.058691124
              4      3.5098353    0.035324377      2.9508046    0.026071524      4.1354163    0.058691124
