#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.4059159    0.036856544      3.7558953    0.027902377      4.9369932    0.084697314
            0.2      13.306135    0.060550272      11.215892    0.047563368      15.499158    0.091772183
            0.4      21.734083    0.077246603      18.327449    0.061035147       25.28991     0.11917413
            0.6      29.133213    0.089629701      24.544879    0.070421423      33.995585      0.1352751
            0.8      36.248669    0.099901177      30.514523    0.078626448      42.390989     0.15166669
              1      42.940776     0.10930586      36.151749    0.085473551      50.244259     0.16626727
            1.2      49.856532     0.11827448      42.012181    0.091845142      58.275458     0.17957225
            1.4      58.309786     0.12801553      49.138269    0.099200383      68.125321     0.19390371
            1.6      69.371768     0.14019128      58.452318     0.10890364      81.169931     0.21545451
            1.8      83.985366      0.1549178      70.871227     0.12007622      98.006034     0.23885987
              2      104.88693     0.17383449      88.453349     0.13513134      122.72158     0.27294797
            2.2      134.41965     0.19733916      113.41951     0.15117133      157.21375     0.30604955
            2.4      176.64466      0.2269711      149.33463     0.17739848      206.14064     0.36747824
            2.6       235.6179     0.26383549      199.30236     0.20165569      275.02535     0.42245584
            2.8      309.18382     0.30274957      261.68562     0.23035885      360.96419     0.49263302
              3      341.69433     0.31893617      288.83502     0.24049325      399.88383     0.51909098
            3.2      135.58274      0.2074293      113.84003       0.157145      159.21599      0.3410884
            3.4      59.833471     0.13865872      49.508735     0.10346261      71.444235     0.22845306
            3.6      28.933207    0.096375678       23.58708    0.070562986      35.217948     0.15861174
            3.8       14.80714    0.068661401      11.869344    0.049403778        18.4128     0.11284099
              4      7.8035465    0.049898516      6.1598118    0.036071381      9.9116459    0.085661296
            4.2       4.299714    0.036038719      3.3219678    0.025509494      5.6408115    0.060249501
            4.4      2.3626199    0.026582055      1.8091281    0.018872112      3.1202968     0.04617748
            4.6      1.2836253    0.019514597     0.96477525    0.013408612      1.7400011    0.032957996
            4.8     0.73122428    0.014669301     0.54238178    0.010014923      1.0130022    0.025113937
              5     0.73122428    0.014669301     0.54238178    0.010014923      1.0130022    0.025113937
