#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.59712097   0.0013611648     0.50747399   0.0010736021     0.69603631   0.0023361143
            360      1.4657017   0.0020976572      1.2428516   0.0016146951      1.7175073   0.0033236668
            380      1.6382295   0.0022191587      1.3877835   0.0016950828      1.9199872   0.0035066622
            400      1.6087601   0.0021952235       1.364119   0.0016822182      1.8787342   0.0034746344
            420      1.5115403   0.0021239598      1.2814988      0.0016297      1.7642301   0.0033493976
            440      1.3825221    0.002044849      1.1721845   0.0015711858      1.6099398   0.0032620679
            460      1.2499743   0.0019325463      1.0590874   0.0015069705      1.4549657   0.0031218391
            480      1.1125696    0.001831933     0.94211971   0.0013981649      1.2939654   0.0028793821
            500     0.98786508   0.0017274786     0.83558105   0.0013208417      1.1505675   0.0027149139
            520     0.87270368    0.001627606     0.73878478   0.0012581513      1.0134517   0.0026098245
            540     0.77475935   0.0015264951     0.65449135   0.0011708617     0.90213054   0.0024117241
            560     0.68564512   0.0014369584     0.57862738   0.0011187122      0.7984837   0.0023263262
            580     0.60616606   0.0013515595     0.51151895   0.0010569885     0.70513422   0.0022024212
            600     0.53677417    0.001271849      0.4519891  0.00097003258     0.62654966   0.0019989303
            620     0.47478861   0.0011958934     0.39940617  0.00091484826     0.55462909   0.0018824021
            640     0.41886871   0.0011229023     0.35192995  0.00085445693     0.48957635   0.0017625767
            660     0.37312532   0.0010609355     0.31293703  0.00080985838     0.43716488   0.0016891434
            680     0.33161511  0.00099952485     0.27735602  0.00075789296     0.39024449   0.0015677541
            700     0.29420466  0.00094306812     0.24644656  0.00072861485     0.34434575   0.0015189716
            720      0.2620183  0.00088842529     0.21908538  0.00067848321     0.30760127   0.0014187171
            740     0.23423666  0.00083896158     0.19530219  0.00063674626     0.27631722   0.0013251719
            760     0.20754925  0.00079224305     0.17286807   0.0005956356     0.24496479   0.0012411624
            780     0.18583853  0.00074943431     0.15477365   0.0005678198     0.21939542   0.0011937491
            800     0.16827069   0.0007103251     0.13976722  0.00054505988     0.19914663   0.0011546704
            820     0.15047021  0.00067122806     0.12448376  0.00050153646     0.17932842   0.0010449105
            840     0.13577617  0.00063934646     0.11235577  0.00048094157     0.16163563   0.0010118932
            860     0.12273615  0.00060600551     0.10141285   0.0004545115     0.14637768  0.00095454404
            880     0.11141309  0.00057755239    0.091992322  0.00044059564     0.13272868  0.00094331896
            900    0.099551721  0.00054611268    0.081967057  0.00040608966     0.11930289  0.00085332029
            920    0.090417664  0.00052372186    0.074373667  0.00039637936     0.10851741  0.00084974688
            940    0.082266016  0.00049597798    0.067436643  0.00037017783    0.099306655   0.0007889669
            960     0.07426504  0.00047157605    0.061024635  0.00035431833    0.089109371  0.00075710249
            980     0.06767691  0.00044761084     0.05526571  0.00034352597     0.08217062  0.00074005475
           1000     0.06767691  0.00044761084     0.05526571  0.00034352597     0.08217062  0.00074005475
