#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      36.354233      0.1011152      30.531482    0.079110684      42.440867     0.16803814
            0.2      36.984668     0.10130923      31.021047    0.081747279      43.349094     0.16271175
            0.4      38.323955     0.10318558      32.132476    0.080732289      44.956077     0.15964537
            0.6      40.709892     0.10654197      34.134141    0.082531139      47.807427     0.16111749
            0.8      44.081967     0.11092667       36.93868    0.086390093       51.81739     0.17017817
              1      48.941806     0.11725714      41.001623    0.090568263      57.640733     0.17830314
            1.2       55.44848     0.12505658       46.50189      0.0969315      65.228247     0.19352949
            1.4       64.73715     0.13550392      54.348459     0.10430308      76.016156      0.2064564
            1.6      77.791559     0.14897183      65.415311     0.11506302      91.155754     0.22941962
            1.8      95.991545     0.16666147      80.794888     0.12805635      112.41912     0.25838698
              2      122.14253     0.18802561      102.80743     0.14499474      143.17825     0.29533636
            2.2      159.66585     0.21615609      134.52122     0.16518409       187.0033     0.34010748
            2.4      212.11773     0.24945482      178.93248     0.19273822      248.17121     0.40481669
            2.6      281.88966      0.2896949      237.85498     0.21950047      330.07992     0.46949347
            2.8      361.15496     0.32808282      304.96174     0.24748185      422.98834        0.53792
              3      291.86542     0.29870637        246.316     0.22556634      342.52908     0.49112095
            3.2      291.86542     0.29870637        246.316     0.22556634      342.52908     0.49112095
