# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       6.306636    0.036666086      5.2197122    0.029973568      7.3994283    0.047277589
            0.2      17.922813    0.061606863      14.819085    0.050214899      21.076665    0.078965285
            0.4      27.167787    0.075901994      22.452746    0.062097646      31.982812    0.099037599
            0.6      34.049166    0.085005195      28.141406    0.069227187      40.095839     0.11020098
            0.8      38.404146    0.090433415      31.738071    0.073657187      45.245728     0.11847461
              1      41.684791    0.094357979      34.444355    0.077964965      49.143983     0.12917357
            1.2       44.61555    0.098017702      36.862939    0.079754286      52.630962       0.130678
            1.4      48.143382      0.1021572      39.799418     0.08338494       56.75888     0.13961402
            1.6      53.340564     0.10815452      44.174281    0.088822761      62.726599     0.15026123
            1.8      60.889402      0.1163367      50.539366    0.093746929      71.401869     0.15813197
              2      73.218317     0.12861925      60.891102     0.10333483      85.632981     0.17742303
            2.2      92.631264     0.14625793      77.241991     0.11728402      107.99048     0.20611366
            2.4      125.47972     0.17313641       105.0467     0.13809998      145.55606     0.25142918
            2.6      185.33238     0.21543495      155.76991     0.16908782      214.30602     0.32077993
            2.8      319.26683     0.29562331      270.27426     0.22719285      367.44718      0.4673358
              3      613.89711     0.45886382      523.65691     0.33634799       723.3083     0.80258885
            3.2      146.85536     0.24109441      124.50011     0.17557213      176.60328     0.41843764
            3.4      29.626617     0.10841497      24.841155    0.078149009      36.026479     0.18623825
            3.6      7.0092622    0.052748794      5.8388422    0.037702511      8.5670398    0.090192034
            3.8       1.738963    0.026415306       1.447237     0.01884277      2.1232851    0.045394559
              4     0.46421051    0.013613331     0.38428773   0.0096736987     0.57004204    0.023505022
            4.2     0.11613177   0.0070422425    0.096401033   0.0049173478      0.1368056    0.012308205
            4.4    0.035305009   0.0035956754    0.027693533   0.0025210123    0.046761112   0.0060292891
            4.6   0.0049065232   0.0019497052   0.0038403433    0.003263132   0.0058399199   0.0023361327
            4.8              0   0.0010170126  -0.0019562401   0.0019896639  0.00057831334  0.00064299167
              5              0   0.0010170126  -0.0019562401   0.0019896639  0.00057831334  0.00064299167
