# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.0418246    0.025220912      2.5161026    0.020860436      3.5631551     0.03235811
            0.2      8.9995608    0.043352631      7.4200504    0.035422081      10.607404    0.054853339
            0.4      14.242304    0.054588211      11.750699    0.044546371      16.783495    0.068873889
            0.6      19.163459    0.063384322      15.820537    0.051858848      22.572643    0.080920327
            0.8      23.522776    0.070280799       19.41362    0.057378174      27.739457    0.090082638
              1      27.651305    0.076347144      22.838455    0.062665639      32.589671     0.10001696
            1.2      31.890647     0.08219118      26.315252    0.067230967      37.674677     0.10787516
            1.4      36.653706    0.088364258      30.287568    0.072008841      43.223101     0.11596261
            1.6      42.173003    0.095126438      34.891768    0.077619496      49.653532     0.12683813
            1.8      49.529968     0.10357616      41.011281    0.083902842      58.274183     0.13776982
              2      59.222476     0.11403968      49.143736    0.092392707      69.461372     0.15469638
            2.2      74.016232     0.12858736      61.531935     0.10385111      86.623071     0.17606055
            2.4      97.722724     0.14981129      81.572833     0.12135821      113.71579     0.21464075
            2.6      140.00823     0.18319916      117.32878     0.14571935      162.28252     0.26524442
            2.8      230.86928     0.24512575       194.7037     0.19132869      266.21605     0.37628164
              3      448.93466     0.38107243      382.21041     0.28438762      524.34775     0.64661106
            3.2      257.48386     0.30207093      219.15718     0.22493582      303.58945     0.51582788
            3.4        141.988     0.22551278      120.49854     0.16665065      167.62999      0.3770794
            3.6      85.815534     0.17367295      72.633032     0.12966146      101.38513     0.29334075
            3.8      54.105146     0.13718582      45.621184     0.10185353      64.166636     0.22567482
              4      35.703701     0.11071164      30.008441    0.081938946      42.483233     0.18044131
            4.2      24.291058    0.091268583      20.426049    0.070618808       28.82525     0.15696532
            4.4      16.867421    0.075720239      14.135668    0.056906984      20.110186     0.12535256
            4.6      11.842588    0.063757679      9.9134925    0.047228689      14.136903     0.10462225
            4.8      8.5663546    0.054191733      7.1567974    0.039810253      10.274189    0.088199611
              5      8.5663546    0.054191733      7.1567974    0.039810253      10.274189    0.088199611
