#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      45.253783     0.24157048      40.497523     0.19385103      49.889089     0.42521813
            0.2      43.717452     0.12885802      39.517377      0.1223603      47.946739     0.20880716
            0.4      44.778327     0.12668642      40.616714     0.12193548      48.728133     0.17020568
            0.6      47.400468     0.12610131       43.11162     0.11331833      51.393134     0.16757143
            0.8       51.15327      0.1308328      46.610927      0.1382284       55.37669     0.17423942
              1      56.787786     0.15628376      52.126811     0.14613111      61.443998     0.18672799
            1.2         64.575     0.14859714      59.381527     0.15295183      69.447664     0.20183269
            1.4      75.674379     0.15434552      69.883699     0.15010754      80.843927     0.21054249
            1.6      91.498246     0.17055887      84.882081     0.16764774       97.04432     0.23450086
            1.8       113.7278     0.20047575      106.24168     0.18917178      119.72287     0.26162502
              2      145.70785     0.21625227      137.22899     0.21214242       152.6899      0.2990609
            2.2      191.76081      0.2713804      181.41444       0.426869      199.60476      0.3442024
            2.4      256.77025     0.28611329      245.03767     0.30015635      265.06997      0.4064377
            2.6      343.16611     0.37142581       329.4296     0.31672698      352.32361     0.47487853
            2.8      441.71498     0.38863656      425.82048     0.38300895      451.07986      0.5429687
              3      357.44227     0.36701109      345.04758     0.41812302      364.69849     0.51060558
            3.2      357.44227     0.36701109      345.04758     0.41812302      364.69849     0.51060558
