#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.4881687    0.045642342      4.1697196    0.041223665       4.789932    0.064501882
           -3.8      6.3939863    0.054374371      6.0718276    0.059988675      6.8202624    0.073158321
           -3.6      9.0728435    0.062053568      8.5929925    0.060271651      9.7444604    0.091344731
           -3.4      12.915532    0.084254156      12.118302    0.088709314      13.799769      0.1109663
           -3.2      17.774615     0.14378844      16.567673     0.17035091      18.731261      0.1339821
             -3      23.726929     0.09710988      22.291543    0.088321044      25.220233     0.13820911
           -2.8      30.962169     0.20383763      29.281306     0.14996823       32.87393     0.15288672
           -2.6      39.923985     0.12146169      37.699495     0.12791671      42.112037     0.18639095
           -2.4      49.177538     0.14534099      46.346842     0.12613164      51.717067     0.19420555
           -2.2      59.237951     0.15631259      56.058463     0.14380637      61.925677      0.2235492
             -2      69.271893     0.15715034      65.390798     0.14387885      72.574764        0.21982
           -1.8      78.478476     0.16062838      74.290837     0.15363057      81.914695     0.22463752
           -1.6      86.326024     0.16934141      81.873824     0.16120194      89.700667     0.23596053
           -1.4      92.716558      0.1746634      87.964573     0.16282797      96.275341     0.24712496
           -1.2      97.412206     0.18389947      92.481744       0.173841      100.94059     0.26155249
             -1      99.487131     0.17892766        94.5967     0.17124583      102.81542     0.24812839
           -0.8      100.31573     0.17878901       95.36995     0.17101787      103.65106     0.24400401
           -0.6      100.36592     0.17565606      95.468625     0.16444555      103.54477      0.2425434
           -0.4      99.368191     0.17742288      94.549629     0.16968523      102.22323     0.34003711
           -0.2      99.029189     0.17522962      94.243811     0.16422475      102.14476     0.24116138
              0      99.213704     0.17746757      94.425623     0.16742083      102.28123     0.24617361
            0.2      99.635824     0.18397026      94.810534     0.17187567       102.8347     0.24847494
            0.4      99.836832      0.1767292      94.987896     0.16874283      102.99929       0.243167
            0.6      100.31111     0.20379759      95.150603     0.17415326      104.00389     0.29497554
            0.8      99.416586     0.17733598      94.485104     0.17021478      102.87673     0.24614817
              1      96.895908     0.19136501      92.062189     0.17784858      100.26275     0.27377882
            1.2      92.786067     0.17215465      87.969468     0.15922027      96.502937     0.24077408
            1.4       86.55558     0.17036026      81.948142     0.15951957      90.262616     0.23820426
            1.6      78.223179     0.16791504      74.133601     0.16126747      81.449107     0.23786921
            1.8      69.374461     0.16841187      65.442931     0.15945222      72.793022     0.23036601
              2      59.420238     0.15329892      56.253446     0.21617299      62.295338      0.2170802
            2.2      49.194587     0.13624833      46.393004     0.13713152       51.63563     0.19913186
            2.4       39.85691     0.13036945      37.486252      0.1340034      42.044601     0.18484712
            2.6      31.102378     0.11870366      29.276252     0.11152825      32.819064     0.18903162
            2.8      23.642161     0.10855397      22.177045    0.094977047      25.049067     0.15459995
              3      17.487975    0.087580643      16.089477     0.33830102      18.485205     0.12566109
            3.2      12.837024    0.079261944      12.019967    0.069153157      13.593598     0.10706412
            3.4      9.1914521    0.082056919      8.5855674    0.082016966      9.9427833     0.13833848
            3.6       6.374739    0.060441323       5.983065    0.060296868      6.7779785    0.087686723
            3.8      4.3777336     0.11128204      4.1182154     0.17735907      4.7366838    0.073197319
              4      4.3777336     0.11128204      4.1182154     0.17735907      4.7366838    0.073197319
