# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.2201309     0.04561277      2.7422563    0.032804535      3.6518042    0.069153498
            0.2      9.5011856    0.092996827      8.0296778    0.039613393      10.813509     0.14174949
            0.4        14.9869    0.059411196      12.811948    0.051121527      16.959032    0.072516705
            0.6      20.252216    0.074157448      17.368319    0.062823824      22.832771    0.096415857
            0.8       25.11332    0.097618085      21.607286    0.075732787      28.264991     0.14409016
              1      29.592632    0.090991568      25.627718    0.086056164      32.830075     0.25973134
            1.2       34.43772    0.094173253      29.925357    0.082255013      38.354938     0.11370957
            1.4       39.98253    0.097491546      35.040392    0.088486489      44.164048     0.11916496
            1.6      46.620346     0.12322521      41.231612     0.11364167      51.079285     0.15516103
            1.8      55.472424     0.13281795      49.519296     0.11468877      60.261957     0.16814752
              2      67.341433     0.13438679      60.791335     0.12358882      72.297702     0.16700307
            2.2      85.675931     0.15580098      78.248305     0.14669422      90.927593     0.19403541
            2.4      115.29744     0.17760084      106.80879     0.17173684      120.72826     0.20781068
            2.6      168.49123     0.22785334      158.21521     0.21785071       174.2402      0.2705914
            2.8      283.47713     0.29922001      270.05575     0.31240845      288.98801     0.36894614
              3      554.83677      0.4727052      538.83632     0.49662172      567.70353     0.66482169
            3.2      317.01308     0.39361094      308.44595     0.37732285      327.70396     0.53503448
            3.4      175.51442     0.29340884      169.95058     0.26214481      181.12234     0.39547303
            3.6      106.19114     0.20161276      102.19607     0.38156446      109.65582      0.3037476
            3.8      67.006056     0.15732347      64.673153     0.20439521      69.443814     0.22864257
              4      44.329888     0.12744852      42.527796     0.11473411      46.033233     0.18400407
            4.2      30.307244     0.10989485      29.132549      0.1176099      31.375145     0.15700132
            4.4      21.006376    0.086723978      20.114481    0.080303038      21.872867     0.12735905
            4.6      14.790203    0.073504317      14.149794    0.069354332      15.403203      0.1061328
            4.8       10.70884    0.062105817      10.223105    0.055703036      11.214062    0.089967479
              5       10.70884    0.062105817      10.223105    0.055703036      11.214062    0.089967479
