#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0838977    0.047193673      3.8585966    0.041504641      4.3434974    0.058181815
           -3.8      6.0479814    0.049341454      5.6941682    0.046214355      6.4312317    0.070606309
           -3.6      8.7086227    0.082126901      8.2956872     0.16374927       9.168998     0.08908863
           -3.4      12.158435    0.068931186      11.485398    0.071139138      12.896893    0.098485999
           -3.2      16.967642    0.079253831      15.956456    0.077572172      18.005364     0.12299638
             -3      23.112022     0.15058942      21.727823     0.10080065      24.381431     0.13880851
           -2.8       30.22997     0.10550051      28.480427      0.1018498      31.959401      0.1482549
           -2.6      38.652386     0.20144192      36.713528     0.34907322      40.838916     0.17208268
           -2.4      48.325856     0.13128282      45.616974     0.12346133      50.761435     0.18810763
           -2.2      58.866109     0.15824479      55.686501     0.14406572        61.6158     0.22877646
             -2       68.93041     0.15289808      65.240574     0.14576264      72.101141     0.21651796
           -1.8      78.224762     0.16776402      74.037436      0.1594887      81.572273     0.23014888
           -1.6      86.663051     0.16853589      82.225194      0.1624399      90.143995     0.23441505
           -1.4       92.76289     0.18455484      87.997617     0.16734908      96.227212     0.26664238
           -1.2      97.816094     0.17770127      92.826048     0.17479273      101.51106     0.24589921
             -1      100.52601      0.1811303      95.447418     0.17503883      104.13769     0.25096081
           -0.8      101.36496     0.17993983      96.298449     0.17074784      104.84788     0.24869679
           -0.6       101.3895     0.17748723      96.306018      0.1664857      104.92063     0.24680658
           -0.4       100.8457     0.17921758      95.860701     0.17153065      104.12109     0.24858741
           -0.2      100.56666     0.17804173      95.606111     0.17097367      103.76139     0.24353776
              0      100.14723     0.18382811      95.173036     0.17111019      103.25849     0.24755761
            0.2        100.991     0.18121703      95.937687     0.16952979      104.43857     0.25227409
            0.4      101.35772     0.17762776      96.353112     0.16556241      104.61329      0.2453118
            0.6      101.17043     0.19477041      96.057042     0.17347332      104.55373     0.26949921
            0.8      100.28233     0.19909136      95.158824     0.17976207      103.78044     0.38951617
              1      97.979999     0.19595018       92.85224     0.18148338       101.7273     0.26969016
            1.2      93.324037     0.17722474      88.518505     0.17157006      96.859862     0.24806744
            1.4      86.966887     0.17330843      82.342977     0.16765936      90.740513     0.24416865
            1.6      78.575898     0.16777703      74.296611     0.16160846      81.994548     0.23612325
            1.8      68.872155      0.1586769      65.136912     0.14614688      71.963611     0.22580832
              2      58.790324     0.15824188      55.508967     0.14528448      61.633606     0.21640503
            2.2      48.343611     0.13492679      45.849637      0.2037144      50.823393     0.19405019
            2.4      38.940008     0.13733584      36.783975      0.1135644       41.05812     0.18460125
            2.6      30.153477     0.11591344      28.583544      0.1779014      31.659864     0.17349639
            2.8      22.764129     0.10098259      21.391625     0.11047026      24.033446     0.16025002
              3       16.84481     0.12700433       15.95898     0.08746789      17.896708     0.11891134
            3.2      12.237144    0.070921354      10.963635     0.35889207      12.992698     0.10104077
            3.4      8.8471243     0.12630122      8.1585334    0.082284302      9.3356961    0.085469376
            3.6      6.0927937    0.062959851      5.6988822    0.046543806      6.6152935    0.076738767
            3.8      4.3304819    0.057592287      3.9904107    0.088794959      4.6082537     0.07958454
              4      4.3304819    0.057592287      3.9904107    0.088794959      4.6082537     0.07958454
