# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.129857     0.06315891      12.305062    0.057635009       13.74701    0.087689522
            0.2      37.926307     0.11324869      35.763505     0.18781452      39.662382     0.16077027
            0.4      58.299221     0.13353089      54.702276     0.12729694      60.990041     0.18628238
            0.6      74.712208      0.1590669      70.370726     0.16618225      77.927747      0.2223854
            0.8      87.571477     0.17537942      82.339263     0.15725756      91.741352     0.25314771
              1      98.130514     0.23636708      92.231706     0.20356715      102.10618       0.251874
            1.2      106.95198     0.18374805      100.76505     0.21544007      111.71591     0.25792708
            1.4      115.66274     0.19803494      109.28839     0.18440809      120.31166      0.2675553
            1.6        124.559     0.27842747      117.92649     0.19169346      130.04583     0.28687145
            1.8      136.03585     0.21938598      128.68652     0.20016071      141.41249     0.38694934
              2      149.05833     0.22505483      141.21429     0.21761342      154.91171     0.31020648
            2.2      165.08678     0.23550822      156.90973     0.23054813      171.25127      0.3338335
            2.4      185.43519      0.2618408      176.39102     0.24204006      192.28419     0.34882988
            2.6      211.16796     0.27491478      200.98624     0.45133796      218.30965     0.39329371
            2.8      239.90945     0.30692318      229.01099     0.31709247      248.59945     0.42540728
              3      243.74853     0.29574668      233.02322     0.32927596      252.16174     0.41865241
            3.2      120.11624      0.2158517      114.09618     0.20264517      124.94242     0.30669712
            3.4      68.793589     0.16172156      64.989488      0.1553239       71.92918      0.2252534
            3.6      43.347153     0.13194144      40.834065     0.12086115      45.490795     0.18086614
            3.8      28.681388     0.10068063        26.8786     0.09558571      30.262256     0.14829075
              4      19.368807    0.082657352      18.088074    0.077203987      20.538986     0.11642857
            4.2      13.394275     0.10829188      12.346809    0.068935337      14.394211      0.1624909
            4.4      9.0752704    0.056633713      8.3991957    0.050181182      9.8548126      0.1299133
            4.6      6.3071945    0.047957827      5.8291889    0.043712549      6.7741071    0.067795379
            4.8      4.4833043    0.039891821      4.1214757     0.03549704      4.8859832    0.055826358
              5      4.4833043    0.039891821      4.1214757     0.03549704      4.8859832    0.055826358
