#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.018378202  0.00086838816    0.018378202  0.00086838816    0.018378202  0.00086838816
           -3.8    0.033545752   0.0012136463    0.033545752   0.0012136463    0.033545752   0.0012136463
           -3.6    0.062185268   0.0016490308    0.062185268   0.0016490308    0.062185268   0.0016490308
           -3.4     0.10465306   0.0021068399     0.10465306   0.0021068399     0.10465306   0.0021068399
           -3.2      0.1790641   0.0027239851      0.1790641   0.0027239851      0.1790641   0.0027239851
             -3     0.30171634   0.0035493597     0.30171634   0.0035493597     0.30171634   0.0035493597
           -2.8     0.50781151   0.0045402279     0.50781151   0.0045402279     0.50781151   0.0045402279
           -2.6     0.81591458   0.0057048339     0.81591458   0.0057048339     0.81591458   0.0057048339
           -2.4      1.3088066   0.0071554904      1.3088066   0.0071554904      1.3088066   0.0071554904
           -2.2      2.0609329   0.0089092216      2.0609329   0.0089092216      2.0609329   0.0089092216
             -2      3.1830619    0.011007282      3.1830619    0.011007282      3.1830619    0.011007282
           -1.8      4.7912155    0.013436913      4.7912155    0.013436913      4.7912155    0.013436913
           -1.6      7.0500161    0.016213239      7.0500161    0.016213239      7.0500161    0.016213239
           -1.4      10.178987     0.01938398      10.178987     0.01938398      10.178987     0.01938398
           -1.2      14.226955    0.022800088      14.226955    0.022800088      14.226955    0.022800088
             -1      19.250758    0.026373404      19.250758    0.026373404      19.250758    0.026373404
           -0.8       24.89193     0.02977176       24.89193     0.02977176       24.89193     0.02977176
           -0.6      30.608175    0.032782434      30.608175    0.032782434      30.608175    0.032782434
           -0.4      35.485002    0.035052082      35.485002    0.035052082      35.485002    0.035052082
           -0.2      38.285209     0.03627884      38.285209     0.03627884      38.285209     0.03627884
              0      38.284299    0.036277009      38.284299    0.036277009      38.284299    0.036277009
            0.2      35.468764    0.035046467      35.468764    0.035046467      35.468764    0.035046467
            0.4       30.62189    0.032774264       30.62189    0.032774264       30.62189    0.032774264
            0.6      24.883163    0.029776541      24.883163    0.029776541      24.883163    0.029776541
            0.8      19.212605    0.026342744      19.212605    0.026342744      19.212605    0.026342744
              1      14.250193     0.02282628      14.250193     0.02282628      14.250193     0.02282628
            1.2      10.186178    0.019402805      10.186178    0.019402805      10.186178    0.019402805
            1.4      7.0495497     0.01621668      7.0495497     0.01621668      7.0495497     0.01621668
            1.6      4.7934566    0.013443624      4.7934566    0.013443624      4.7934566    0.013443624
            1.8      3.1874114    0.011004906      3.1874114    0.011004906      3.1874114    0.011004906
              2      2.0516021   0.0088867129      2.0516021   0.0088867129      2.0516021   0.0088867129
            2.2      1.3124536   0.0071449643      1.3124536   0.0071449643      1.3124536   0.0071449643
            2.4     0.82029467   0.0057031547     0.82029467   0.0057031547     0.82029467   0.0057031547
            2.6     0.51116656   0.0045238767     0.51116656   0.0045238767     0.51116656   0.0045238767
            2.8       0.303567   0.0035501229       0.303567   0.0035501229       0.303567   0.0035501229
              3     0.17868965   0.0027408549     0.17868965   0.0027408549     0.17868965   0.0027408549
            3.2     0.10195763   0.0020855077     0.10195763   0.0020855077     0.10195763   0.0020855077
            3.4    0.059225354   0.0016013949    0.059225354   0.0016013949    0.059225354   0.0016013949
            3.6    0.036872176   0.0012457359    0.036872176   0.0012457359    0.036872176   0.0012457359
            3.8    0.018847456  0.00090491726    0.018847456  0.00090491726    0.018847456  0.00090491726
              4    0.018847456  0.00090491726    0.018847456  0.00090491726    0.018847456  0.00090491726
