#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.45643111    0.004397781     0.45643111    0.004397781     0.45643111    0.004397781
           -3.8     0.62102085   0.0050604978     0.62102085   0.0050604978     0.62102085   0.0050604978
           -3.6     0.83508237   0.0058200798     0.83508237   0.0058200798     0.83508237   0.0058200798
           -3.4      1.1306442   0.0067249063      1.1306442   0.0067249063      1.1306442   0.0067249063
           -3.2      1.4945555   0.0076758522      1.4945555   0.0076758522      1.4945555   0.0076758522
             -3      1.9967748   0.0088394817      1.9967748   0.0088394817      1.9967748   0.0088394817
           -2.8       2.590664    0.010001739       2.590664    0.010001739       2.590664    0.010001739
           -2.6      3.3608114    0.011364634      3.3608114    0.011364634      3.3608114    0.011364634
           -2.4      4.3591772    0.012887935      4.3591772    0.012887935      4.3591772    0.012887935
           -2.2      5.5552938    0.014487991      5.5552938    0.014487991      5.5552938    0.014487991
             -2      7.0180468    0.016229997      7.0180468    0.016229997      7.0180468    0.016229997
           -1.8      8.7596135    0.018071006      8.7596135    0.018071006      8.7596135    0.018071006
           -1.6      10.763883    0.019954615      10.763883    0.019954615      10.763883    0.019954615
           -1.4      13.104889    0.021923141      13.104889    0.021923141      13.104889    0.021923141
           -1.2      15.675236    0.023877053      15.675236    0.023877053      15.675236    0.023877053
             -1      18.335226    0.025708899      18.335226    0.025708899      18.335226    0.025708899
           -0.8      21.044906    0.027408957      21.044906    0.027408957      21.044906    0.027408957
           -0.6      23.446466    0.028815276      23.446466    0.028815276      23.446466    0.028815276
           -0.4      25.315857    0.029852758      25.315857    0.029852758      25.315857    0.029852758
           -0.2      26.369439    0.030423263      26.369439    0.030423263      26.369439    0.030423263
              0      26.387435     0.03042009      26.387435     0.03042009      26.387435     0.03042009
            0.2      25.314688    0.029856865      25.314688    0.029856865      25.314688    0.029856865
            0.4      23.468849    0.028826935      23.468849    0.028826935      23.468849    0.028826935
            0.6      20.986647    0.027388545      20.986647    0.027388545      20.986647    0.027388545
            0.8      18.372189    0.025730367      18.372189    0.025730367      18.372189    0.025730367
              1      15.674031     0.02387432      15.674031     0.02387432      15.674031     0.02387432
            1.2      13.089292    0.021912521      13.089292    0.021912521      13.089292    0.021912521
            1.4      10.788285    0.019981962      10.788285    0.019981962      10.788285    0.019981962
            1.6       8.743586    0.018055655       8.743586    0.018055655       8.743586    0.018055655
            1.8      7.0199833    0.016229439      7.0199833    0.016229439      7.0199833    0.016229439
              2      5.5541362    0.014493987      5.5541362    0.014493987      5.5541362    0.014493987
            2.2      4.3664216    0.012906199      4.3664216    0.012906199      4.3664216    0.012906199
            2.4      3.3963522    0.011425697      3.3963522    0.011425697      3.3963522    0.011425697
            2.6      2.6106133    0.010056528      2.6106133    0.010056528      2.6106133    0.010056528
            2.8      1.9779146   0.0087943769      1.9779146   0.0087943769      1.9779146   0.0087943769
              3      1.4928433   0.0076967682      1.4928433   0.0076967682      1.4928433   0.0076967682
            3.2       1.124058   0.0067111514       1.124058   0.0067111514       1.124058   0.0067111514
            3.4     0.82222429   0.0057875844     0.82222429   0.0057875844     0.82222429   0.0057875844
            3.6     0.61898707   0.0050453952     0.61898707   0.0050453952     0.61898707   0.0050453952
            3.8     0.45061234   0.0043640035     0.45061234   0.0043640035     0.45061234   0.0043640035
              4     0.45061234   0.0043640035     0.45061234   0.0043640035     0.45061234   0.0043640035
